team,conference,elo_rating,week,season,date
McNeese,,576.519567287853,4,2002,2002-09-14
Memphis,Conference USA,1164.26126764217,4,2002,2002-09-14
Tulane,Conference USA,1156.7369984335,4,2002,2002-09-14
Indiana,Big Ten,1370.95722947498,4,2002,2002-09-14
Pittsburgh,Big East,1538.51455051966,4,2002,2002-09-14
South Florida,FBS Independents,1364.86149329822,4,2002,2002-09-14
North Texas,Sun Belt,1107.41653554404,4,2002,2002-09-14
Jacksonville State,,644.496160685573,4,2002,2002-09-14
Army,Conference USA,967.854101091448,4,2002,2002-09-14
UNLV,Mountain West,1274.95144846208,4,2002,2002-09-14
Missouri State,,498.463480956762,4,2002,2002-09-14
Connecticut,FBS Independents,978.782499672557,4,2002,2002-09-14
Florida State,ACC,1761.43035296311,4,2002,2002-09-14
Miami (OH),Mid-American,1305.82770879633,4,2002,2002-09-14
Nebraska,Big 12,1679.38553192285,4,2002,2002-09-14
Texas,Big 12,1738.62456691793,4,2002,2002-09-14
Louisiana,Sun Belt,868.726645889502,4,2002,2002-09-14
Baylor,Big 12,1119.60172827361,4,2002,2002-09-14
Idaho State,,569.829440356701,4,2002,2002-09-14
Louisville,Conference USA,1496.99066042499,4,2002,2002-09-14
San José State,Western Athletic,1149.46039549889,4,2002,2002-09-14
Utah,Mountain West,1423.25512529669,4,2002,2002-09-14
Arizona State,Pac-10,1375.5352664467,4,2002,2002-09-14
Mississippi State,SEC,1315.11265009915,5,2002,2002-09-19
Marshall,Mid-American,1490.48703917281,5,2002,2002-09-20
Connecticut,FBS Independents,1011.43157427965,5,2002,2002-09-21
Pittsburgh,Big East,1541.29819315809,5,2002,2002-09-21
Navy,FBS Independents,971.687545930593,5,2002,2002-09-21
Michigan,Big Ten,1627.06599154005,5,2002,2002-09-21
Penn State,Big Ten,1581.98329081478,5,2002,2002-09-21
Wisconsin,Big Ten,1536.60797797051,5,2002,2002-09-21
Texas Tech,Big 12,1436.74454571432,5,2002,2002-09-21
Ole Miss,SEC,1426.84940863619,5,2002,2002-09-21
Army,Conference USA,962.646697945689,5,2002,2002-09-21
Clemson,ACC,1568.23743308882,5,2002,2002-09-21
Georgia,SEC,1648.00516794478,5,2002,2002-09-21
Kentucky,SEC,1401.31617495832,5,2002,2002-09-21
Illinois,Big Ten,1422.36615171965,5,2002,2002-09-21
Miami (OH),Mid-American,1330.55397495154,5,2002,2002-09-21
Purdue,Big Ten,1379.69281354737,5,2002,2002-09-21
Minnesota,Big Ten,1452.16970502199,5,2002,2002-09-21
Virginia,ACC,1457.11113191823,5,2002,2002-09-21
Cincinnati,Conference USA,1294.1729930353,5,2002,2002-09-21
Tennessee,SEC,1715.47595814209,5,2002,2002-09-21
Texas A&M,Big 12,1548.25297862916,5,2002,2002-09-21
Oregon,Pac-10,1805.08469071479,5,2002,2002-09-21
Michigan State,Big Ten,1415.77744026813,5,2002,2002-09-21
UCLA,Pac-10,1533.50891358473,5,2002,2002-09-21
Iowa,Big Ten,1480.54034421133,5,2002,2002-09-21
Georgia Tech,ACC,1579.93628790713,5,2002,2002-09-21
Nevada,Western Athletic,1184.46567031175,5,2002,2002-09-21
Idaho,Sun Belt,755.483067418703,5,2002,2002-09-21
Indiana,Big Ten,1382.84592303882,5,2002,2002-09-21
California,Pac-10,1306.76114603317,5,2002,2002-09-21
Washington State,Pac-10,1589.26589004659,5,2002,2002-09-21
Maryland,ACC,1556.89212766929,5,2002,2002-09-21
Oregon State,Pac-10,1578.66791004098,5,2002,2002-09-21
Iowa State,Big 12,1534.90491962465,5,2002,2002-09-21
Kansas State,Big 12,1579.74641065736,5,2002,2002-09-21
Florida State,ACC,1762.81014259986,5,2002,2002-09-21
Kansas,Big 12,1192.02619701685,5,2002,2002-09-21
Louisiana,Sun Belt,945.986456704315,5,2002,2002-09-21
Alabama,SEC,1561.59398089973,5,2002,2002-09-21
Louisiana Monroe,Sun Belt,717.139926371046,5,2002,2002-09-21
South Carolina,SEC,1520.12249074472,5,2002,2002-09-21
TCU,Conference USA,1380.33683667412,5,2002,2002-09-21
Toledo,Mid-American,1446.98197348802,5,2002,2002-09-21
Oklahoma State,Big 12,1287.53496011365,5,2002,2002-09-21
Baylor,Big 12,1134.05328021289,5,2002,2002-09-21
Northern Illinois,Mid-American,1173.97597551359,5,2002,2002-09-21
Miami,Big East,1946.87297335336,5,2002,2002-09-21
Texas,Big 12,1739.73698140493,5,2002,2002-09-21
New Mexico State,Sun Belt,1172.14332973551,5,2002,2002-09-21
Memphis,Conference USA,1199.19450512786,5,2002,2002-09-21
UTEP,Western Athletic,990.470887136436,5,2002,2002-09-21
Washington,Pac-10,1621.36840640947,5,2002,2002-09-21
Auburn,SEC,1495.01118575497,5,2002,2002-09-19
UCF,Mid-American,1247.1406614188,5,2002,2002-09-20
Ohio,Mid-American,919.112030394127,5,2002,2002-09-21
Rutgers,Big East,1002.593007461,5,2002,2002-09-21
Northwestern,Big Ten,1274.17480687863,5,2002,2002-09-21
Utah,Mountain West,1406.33877943493,5,2002,2002-09-21
Louisiana Tech,Western Athletic,1296.11970865531,5,2002,2002-09-21
Arizona,Pac-10,1417.60963205585,5,2002,2002-09-21
NC State,ACC,1574.24472653026,5,2002,2002-09-21
Vanderbilt,SEC,1168.08757979107,5,2002,2002-09-21
Louisville,Conference USA,1502.19806357075,5,2002,2002-09-21
Ball State,Mid-American,1172.20565787518,5,2002,2002-09-21
Northwestern State,,652.70437192685,5,2002,2002-09-21
Middle Tennessee,Sun Belt,1258.78130535452,5,2002,2002-09-21
San José State,Western Athletic,1226.94848608078,5,2002,2002-09-21
Kent State,Mid-American,1181.31362011265,5,2002,2002-09-21
Wake Forest,ACC,1433.3468101187,5,2002,2002-09-21
Buffalo,Mid-American,918.684883396226,5,2002,2002-09-21
Akron,Mid-American,1086.11854256556,5,2002,2002-09-21
Ohio State,Big Ten,1635.803151212,5,2002,2002-09-21
Florida,SEC,1766.1477264235,5,2002,2002-09-21
Virginia Tech,Big East,1691.98489928156,5,2002,2002-09-21
Portland State,,575.678972521816,5,2002,2002-09-21
Notre Dame,FBS Independents,1672.91118155103,5,2002,2002-09-21
Colorado,Big 12,1609.78029817291,5,2002,2002-09-21
Utah State,FBS Independents,1113.78775130486,5,2002,2002-09-21
BYU,Mountain West,1505.31368167043,5,2002,2002-09-21
Rice,Western Athletic,1102.29399782147,5,2002,2002-09-21
San Diego State,Mountain West,1022.32879538712,5,2002,2002-09-21
Central Michigan,Mid-American,1098.52837136299,5,2002,2002-09-21
Air Force,Mountain West,1407.09892536568,5,2002,2002-09-21
Montana State,,470.799103069482,5,2002,2002-09-21
Eastern Michigan,Mid-American,913.286237634193,5,2002,2002-09-21
Fresno State,Western Athletic,1368.47094955588,5,2002,2002-09-21
Troy,FBS Independents,1210.02318361915,5,2002,2002-09-21
USC,Pac-10,1537.10403635168,5,2002,2002-09-21
Duke,ACC,1102.05121251746,5,2002,2002-09-21
Bowling Green,Mid-American,1418.55458450805,5,2002,2002-09-21
UAB,Conference USA,1246.14766089429,5,2002,2002-09-21
Southern Mississippi,Conference USA,1424.40986491262,5,2002,2002-09-21
Arkansas State,Sun Belt,866.047572504112,5,2002,2002-09-21
Temple,Big East,1211.47271982292,5,2002,2002-09-21
North Texas,Sun Belt,1095.55854471203,5,2002,2002-09-21
UNLV,Mountain West,1255.17036881206,5,2002,2002-09-21
SMU,Western Athletic,1036.35273211424,5,2002,2002-09-21
Tulsa,Western Athletic,884.72098577355,5,2002,2002-09-21
Western Illinois,,658.474507140521,5,2002,2002-09-21
Boston College,Big East,1615.95174024667,5,2002,2002-09-21
Houston,Conference USA,1041.53972903992,5,2002,2002-09-21
New Mexico,Mountain West,1222.88138430675,5,2002,2002-09-21
Tulane,Conference USA,1121.80376094781,5,2002,2002-09-21
Hawai'i,Western Athletic,1320.75608849513,5,2002,2002-09-21
Wyoming,Mountain West,928.07628623319,5,2002,2002-09-21
Louisville,Conference USA,1567.27356763207,6,2002,2002-09-26
New Mexico,Mountain West,1198.56441849777,6,2002,2002-09-27
Navy,FBS Independents,938.264476715691,6,2002,2002-09-28
Temple,Big East,1172.35398978215,6,2002,2002-09-28
West Virginia,Big East,1370.90132764656,6,2002,2002-09-28
Western Michigan,Mid-American,1181.99881765749,6,2002,2002-09-28
Boston College,Big East,1618.98951331533,6,2002,2002-09-28
Penn State,Big Ten,1521.54283750125,6,2002,2002-09-28
Ohio State,Big Ten,1648.1452684632,6,2002,2002-09-28
LSU,SEC,1651.24622742521,6,2002,2002-09-28
Army,Conference USA,955.188592953503,6,2002,2002-09-28
Connecticut,FBS Independents,981.484911098308,6,2002,2002-09-28
NC State,ACC,1596.39306074603,6,2002,2002-09-28
Georgia,SEC,1651.82710969228,6,2002,2002-09-28
Michigan State,Big Ten,1436.50391846267,6,2002,2002-09-28
Pittsburgh,Big East,1566.58032723714,6,2002,2002-09-28
Missouri,Big 12,1391.52952179419,6,2002,2002-09-28
San Diego State,Mountain West,1016.59259158824,6,2002,2002-09-28
Northern Illinois,Mid-American,1210.68198651036,6,2002,2002-09-28
Utah,Mountain West,1357.2572794362,6,2002,2002-09-28
Florida,SEC,1773.109626829,6,2002,2002-09-28
Tulane,Conference USA,1118.60184391469,6,2002,2002-09-28
Washington,Pac-10,1621.7901469942,6,2002,2002-09-28
Illinois,Big Ten,1397.12322447616,6,2002,2002-09-28
Iowa State,Big 12,1588.11486462529,6,2002,2002-09-28
Arizona State,Pac-10,1433.96873131191,6,2002,2002-09-28
North Carolina,ACC,1498.79106239811,6,2002,2002-09-28
Nevada,Western Athletic,1172.90798844818,6,2002,2002-09-28
California,Pac-10,1288.69439544363,6,2002,2002-09-28
UCF,Mid-American,1294.60578782631,6,2002,2002-09-28
Eastern Michigan,Mid-American,918.614553401131,6,2002,2002-09-28
Purdue,Big Ten,1424.3288700299,6,2002,2002-09-28
Akron,Mid-American,1064.73863899557,6,2002,2002-09-28
Maryland,ACC,1557.10549343177,6,2002,2002-09-28
USC,Pac-10,1577.96128329921,6,2002,2002-09-28
Wake Forest,ACC,1387.03617214205,6,2002,2002-09-28
Texas A&M,Big 12,1560.6452197978,6,2002,2002-09-28
Tennessee,SEC,1716.4864151528,6,2002,2002-09-28
Oklahoma,Big 12,1790.60203627876,6,2002,2002-09-28
UAB,Conference USA,1276.52231362964,6,2002,2002-09-28
Vanderbilt,SEC,1155.06723500757,6,2002,2002-09-28
Ohio,Mid-American,954.888853440409,6,2002,2002-09-28
Tulsa,Western Athletic,868.602036300072,6,2002,2002-09-28
Middle Tennessee,Sun Belt,1174.52394807931,6,2002,2002-09-28
Arkansas State,Sun Belt,872.964861966159,6,2002,2002-09-28
Arkansas,SEC,1520.57193086148,6,2002,2002-09-28
Rice,Western Athletic,1082.85398729235,6,2002,2002-09-28
Boise State,Western Athletic,1402.11080182239,6,2002,2002-09-28
Auburn,SEC,1541.293675721,6,2002,2002-09-28
Arizona,Pac-10,1426.31642385279,6,2002,2002-09-28
San José State,Western Athletic,1240.32548046116,6,2002,2002-09-28
Hawai'i,Western Athletic,1331.30829836013,6,2002,2002-09-28
Florida State,ACC,1697.73463853854,6,2002,2002-09-26
Texas Tech,Big 12,1461.0615115233,6,2002,2002-09-27
Duke,ACC,1135.47428173236,6,2002,2002-09-28
Cincinnati,Conference USA,1333.29172307608,6,2002,2002-09-28
East Carolina,Conference USA,1259.98599546374,6,2002,2002-09-28
Virginia Tech,Big East,1697.94536682427,6,2002,2002-09-28
Central Michigan,Mid-American,1095.49059829433,6,2002,2002-09-28
Iowa,Big Ten,1540.98079752486,6,2002,2002-09-28
Indiana,Big Ten,1370.50380578761,6,2002,2002-09-28
Mississippi State,SEC,1306.65569217162,6,2002,2002-09-28
Southern Mississippi,Conference USA,1431.86796990481,6,2002,2002-09-28
Ball State,Mid-American,1202.15232105652,6,2002,2002-09-28
UMass,,1425.90610266562,6,2002,2002-09-28
New Mexico State,Sun Belt,1168.32138798801,6,2002,2002-09-28
Northwestern,Big Ten,1253.44832868408,6,2002,2002-09-28
Toledo,Mid-American,1421.69983940897,6,2002,2002-09-28
Troy,FBS Independents,1191.13339227319,6,2002,2002-09-28
UCLA,Pac-10,1539.24511738362,6,2002,2002-09-28
Kent State,Mid-American,1144.60760911587,6,2002,2002-09-28
Air Force,Mountain West,1456.18042536441,6,2002,2002-09-28
Kentucky,SEC,1394.35427455282,6,2002,2002-09-28
Texas,Big 12,1742.93889843805,6,2002,2002-09-28
Idaho,Sun Belt,755.06132683398,6,2002,2002-09-28
Michigan,Big Ten,1652.30891878355,6,2002,2002-09-28
Nebraska,Big 12,1626.17558692221,6,2002,2002-09-28
Stanford,Pac-10,1509.03249057517,6,2002,2002-09-28
Georgia Tech,ACC,1624.71322690209,6,2002,2002-09-28
Colorado State,Mountain West,1572.25360840802,6,2002,2002-09-28
Washington State,Pac-10,1607.33264063612,6,2002,2002-09-28
Liberty,,1295.45140868857,6,2002,2002-09-28
Southern Illinois,,493.072304268722,6,2002,2002-09-28
Minnesota,Big Ten,1407.53364853947,6,2002,2002-09-28
Miami (OH),Mid-American,1351.93387852153,6,2002,2002-09-28
Wofford,,571.997696536171,6,2002,2002-09-28
Oregon State,Pac-10,1537.81066309345,6,2002,2002-09-28
Virginia,ACC,1503.42176989488,6,2002,2002-09-28
Louisiana Tech,Western Athletic,1283.72746748667,6,2002,2002-09-28
Rutgers,Big East,1001.58255045028,6,2002,2002-09-28
South Florida,FBS Independents,1359.69437684099,6,2002,2002-09-28
Memphis,Conference USA,1168.8198523925,6,2002,2002-09-28
South Carolina,SEC,1533.14283552822,6,2002,2002-09-28
Buffalo,Mid-American,882.908060349944,6,2002,2002-09-28
Kansas,Big 12,1208.14514649033,6,2002,2002-09-28
Southeast Missouri State,,576.107501630997,6,2002,2002-09-28
UT Martin,,493.082710537953,6,2002,2002-09-28
Alabama,SEC,1611.86482689952,6,2002,2002-09-28
Fresno State,Western Athletic,1387.91096008501,6,2002,2002-09-28
Utah State,FBS Independents,1102.8568334341,6,2002,2002-09-28
Syracuse,Big East,1534.73241421982,6,2002,2002-09-28
North Texas,Sun Belt,1086.85175291509,6,2002,2002-09-28
UTEP,Western Athletic,977.093892756057,6,2002,2002-09-28
SMU,Western Athletic,1025.80052224924,6,2002,2002-09-28
Florida State,ACC,1719.57263846529,7,2002,2002-10-03
Minnesota,Big Ten,1442.12554151134,7,2002,2002-10-03
Fresno State,Western Athletic,1445.54022508707,7,2002,2002-10-04
Utah State,FBS Independents,1092.72567734689,7,2002,2002-10-04
Iowa,Big Ten,1564.04010413492,7,2002,2002-10-05
Ole Miss,SEC,1498.4583033424,7,2002,2002-10-05
West Virginia,Big East,1343.72906578506,7,2002,2002-10-05
Syracuse,Big East,1489.40452355372,7,2002,2002-10-05
Duke,ACC,1123.43214900471,7,2002,2002-10-05
Texas,Big 12,1747.21447891132,7,2002,2002-10-05
Nebraska,Big 12,1626.3224889038,7,2002,2002-10-05
Buffalo,Mid-American,866.162366010145,7,2002,2002-10-05
South Carolina,SEC,1547.18090975767,7,2002,2002-10-05
Cincinnati,Conference USA,1286.36041952079,7,2002,2002-10-05
East Carolina,Conference USA,1269.50018533189,7,2002,2002-10-05
Baylor,Big 12,1178.88634174331,7,2002,2002-10-05
Kent State,Mid-American,1131.19175642462,7,2002,2002-10-05
Ball State,Mid-American,1154.00150216743,7,2002,2002-10-05
Texas A&M,Big 12,1500.39209241379,7,2002,2002-10-05
Notre Dame,FBS Independents,1691.69444485637,7,2002,2002-10-05
Wyoming,Mountain West,933.028538438103,7,2002,2002-10-05
Air Force,Mountain West,1459.20990354009,7,2002,2002-10-05
TCU,Conference USA,1388.31863257608,7,2002,2002-10-05
SMU,Western Athletic,1001.54963853524,7,2002,2002-10-05
Idaho,Sun Belt,689.483666179609,7,2002,2002-10-05
Alabama,SEC,1567.5264884498,7,2002,2002-10-05
Colorado,Big 12,1642.08137599595,7,2002,2002-10-05
Georgia Tech,ACC,1553.0125779441,7,2002,2002-10-05
Wisconsin,Big Ten,1485.65159713681,7,2002,2002-10-05
Washington,Pac-10,1545.01248804805,7,2002,2002-10-05
Oregon State,Pac-10,1488.80969376917,7,2002,2002-10-05
Bowling Green,Mid-American,1422.64113069603,7,2002,2002-10-05
Arkansas State,Sun Belt,941.409406832572,7,2002,2002-10-05
Eastern Michigan,Mid-American,972.012543879836,7,2002,2002-10-05
Louisiana Monroe,Sun Belt,706.957550613707,7,2002,2002-10-05
Miami,Big East,1947.11133106488,7,2002,2002-10-05
Missouri,Big 12,1381.22322373602,7,2002,2002-10-05
Northwestern,Big Ten,1242.91172826966,7,2002,2002-10-05
Washington State,Pac-10,1639.71013008511,7,2002,2002-10-05
Troy,FBS Independents,1192.27281715619,7,2002,2002-10-05
Tennessee,SEC,1732.71019647385,7,2002,2002-10-05
LSU,SEC,1652.30145043545,7,2002,2002-10-05
New Mexico State,Sun Belt,1184.90230393567,7,2002,2002-10-05
Rice,Western Athletic,1142.21843281791,7,2002,2002-10-05
North Texas,Sun Belt,1067.98107470747,7,2002,2002-10-05
Boise State,Western Athletic,1429.86107058054,7,2002,2002-10-05
UNLV,Mountain West,1281.70204518524,7,2002,2002-10-05
Arizona,Pac-10,1414.90386490459,7,2002,2002-10-05
Arizona State,Pac-10,1392.66992632257,7,2002,2002-10-05
Clemson,ACC,1546.39943316206,7,2002,2002-10-03
Illinois,Big Ten,1362.53133150429,7,2002,2002-10-03
Colorado State,Mountain West,1514.62434340596,7,2002,2002-10-04
BYU,Mountain West,1515.44483775763,7,2002,2002-10-04
Purdue,Big Ten,1401.26956341984,7,2002,2002-10-05
Florida,SEC,1701.50073212278,7,2002,2002-10-05
Maryland,ACC,1584.27775529328,7,2002,2002-10-05
Pittsburgh,Big East,1611.90821790324,7,2002,2002-10-05
Virginia,ACC,1515.46390262253,7,2002,2002-10-05
Oklahoma State,Big 12,1283.25937964038,7,2002,2002-10-05
McNeese,,576.372665306263,7,2002,2002-10-05
Western Michigan,Mid-American,1198.74451199729,7,2002,2002-10-05
Mississippi State,SEC,1292.61761794217,7,2002,2002-10-05
Miami (OH),Mid-American,1398.86518207682,7,2002,2002-10-05
Army,Conference USA,945.674403085351,7,2002,2002-10-05
Kansas,Big 12,1163.31208495991,7,2002,2002-10-05
Marshall,Mid-American,1503.90289186406,7,2002,2002-10-05
Northern Illinois,Mid-American,1258.83280539945,7,2002,2002-10-05
Texas Tech,Big 12,1521.31463890732,7,2002,2002-10-05
Stanford,Pac-10,1490.24922726982,7,2002,2002-10-05
The Citadel,,494.705488752043,7,2002,2002-10-05
Navy,FBS Independents,935.234998540012,7,2002,2002-10-05
Houston,Conference USA,1033.55793313796,7,2002,2002-10-05
San José State,Western Athletic,1264.57636417516,7,2002,2002-10-05
Montana,,664.257234587727,7,2002,2002-10-05
Georgia,SEC,1696.165448142,7,2002,2002-10-05
Kansas State,Big 12,1547.44533283431,7,2002,2002-10-05
Wake Forest,ACC,1458.73682110004,7,2002,2002-10-05
Penn State,Big Ten,1572.49921833495,7,2002,2002-10-05
California,Pac-10,1365.47205438978,7,2002,2002-10-05
UCLA,Pac-10,1588.24608670789,7,2002,2002-10-05
Ohio,Mid-American,950.802307252436,7,2002,2002-10-05
Middle Tennessee,Sun Belt,1106.0794032129,7,2002,2002-10-05
Akron,Mid-American,1011.34064851686,7,2002,2002-10-05
Tulane,Conference USA,1128.78421967203,7,2002,2002-10-05
Connecticut,FBS Independents,981.246553386787,7,2002,2002-10-05
Oklahoma,Big 12,1800.90833433693,7,2002,2002-10-05
Ohio State,Big Ten,1658.68186887763,7,2002,2002-10-05
USC,Pac-10,1545.58379385023,7,2002,2002-10-05
Austin Peay,,498.245112574448,7,2002,2002-10-05
Arkansas,SEC,1504.34814954043,7,2002,2002-10-05
Louisiana,Sun Belt,944.931233694079,7,2002,2002-10-05
UTEP,Western Athletic,960.512976808392,7,2002,2002-10-05
Louisiana Tech,Western Athletic,1224.3630219611,7,2002,2002-10-05
South Florida,FBS Independents,1378.56505504862,7,2002,2002-10-05
Hawai'i,Western Athletic,1303.55802960198,7,2002,2002-10-05
Nevada,Western Athletic,1146.376312075,7,2002,2002-10-05
Oregon,Pac-10,1816.497249663,7,2002,2002-10-05
North Carolina,ACC,1540.08986738745,7,2002,2002-10-05
Memphis,Conference USA,1158.48125012695,8,2002,2002-10-08
Boston College,Big East,1579.41527404438,8,2002,2002-10-10
Minnesota,Big Ten,1458.10146798011,8,2002,2002-10-10
Miami,Big East,1961.07860768163,8,2002,2002-10-12
Temple,Big East,1241.95508774158,8,2002,2002-10-12
Iowa,Big Ten,1586.06179012901,8,2002,2002-10-12
Navy,FBS Independents,910.224730922654,8,2002,2002-10-12
North Carolina,ACC,1497.74927954989,8,2002,2002-10-12
Virginia,ACC,1555.02491871663,8,2002,2002-10-12
Indiana,Big Ten,1420.28874213071,8,2002,2002-10-12
Ohio State,Big Ten,1664.63978799801,8,2002,2002-10-12
Auburn,SEC,1487.80186673536,8,2002,2002-10-12
Baylor,Big 12,1163.80817819787,8,2002,2002-10-12
Nebraska,Big 12,1639.14952652725,8,2002,2002-10-12
Army,Conference USA,937.432737841407,8,2002,2002-10-12
Illinois,Big Ten,1403.04356477303,8,2002,2002-10-12
Central Michigan,Mid-American,1080.81125612592,8,2002,2002-10-12
Ohio,Mid-American,989.181962647369,8,2002,2002-10-12
Ole Miss,SEC,1500.89425539706,8,2002,2002-10-12
Miami (OH),Mid-American,1334.73365389167,8,2002,2002-10-12
Kansas,Big 12,1156.49370155101,8,2002,2002-10-12
Akron,Mid-American,1078.40507349821,8,2002,2002-10-12
Kansas State,Big 12,1559.12103550391,8,2002,2002-10-12
Notre Dame,FBS Independents,1718.48695077342,8,2002,2002-10-12
Mississippi State,SEC,1317.28770558807,8,2002,2002-10-12
UAB,Conference USA,1289.48377431923,8,2002,2002-10-12
Colorado State,Mountain West,1516.74731726496,8,2002,2002-10-12
Rutgers,Big East,987.922124970567,8,2002,2002-10-12
Michigan,Big Ten,1679.09894558983,8,2002,2002-10-12
UCLA,Pac-10,1565.34114727797,8,2002,2002-10-12
Georgia,SEC,1736.41003343629,8,2002,2002-10-12
Oklahoma,Big 12,1830.52981223526,8,2002,2002-10-12
Wake Forest,ACC,1466.86520710394,8,2002,2002-10-12
Tulane,Conference USA,1183.47954122274,8,2002,2002-10-12
Western Michigan,Mid-American,1161.21994233016,8,2002,2002-10-12
Washington,Pac-10,1566.79342273364,8,2002,2002-10-12
Marshall,Mid-American,1505.45024276713,8,2002,2002-10-12
Stanford,Pac-10,1459.02760613643,8,2002,2002-10-12
USC,Pac-10,1563.03540878395,8,2002,2002-10-12
Kentucky,SEC,1363.51437869839,8,2002,2002-10-12
Iowa State,Big 12,1616.29745314251,8,2002,2002-10-12
San Diego State,Mountain West,1087.83408502373,8,2002,2002-10-12
Vanderbilt,SEC,1100.21363941786,8,2002,2002-10-12
Tulsa,Western Athletic,864.22852587953,8,2002,2002-10-12
Louisiana Monroe,Sun Belt,740.71858024288,8,2002,2002-10-12
UNLV,Mountain West,1223.14185856107,8,2002,2002-10-12
Toledo,Mid-American,1433.17338808854,8,2002,2002-10-12
South Florida,FBS Independents,1420.85746104272,8,2002,2002-10-12
Florida,SEC,1646.62346055186,8,2002,2002-10-12
New Mexico State,Sun Belt,1198.05418126059,8,2002,2002-10-12
Air Force,Mountain West,1501.86096602593,8,2002,2002-10-12
Arizona State,Pac-10,1440.17895305095,8,2002,2002-10-12
Fresno State,Western Athletic,1450.09060374633,8,2002,2002-10-12
Hawai'i,Western Athletic,1322.91145270269,8,2002,2002-10-12
Louisville,Conference USA,1577.61216989763,8,2002,2002-10-08
Virginia Tech,Big East,1737.51960609523,8,2002,2002-10-10
Northwestern,Big Ten,1226.93580180089,8,2002,2002-10-10
Florida State,ACC,1705.60536184854,8,2002,2002-10-12
Syracuse,Big East,1419.80342559429,8,2002,2002-10-12
Michigan State,Big Ten,1414.48223246858,8,2002,2002-10-12
Rice,Western Athletic,1167.22870043527,8,2002,2002-10-12
NC State,ACC,1638.73364858359,8,2002,2002-10-12
Clemson,ACC,1506.83841706796,8,2002,2002-10-12
Wisconsin,Big Ten,1435.86666079371,8,2002,2002-10-12
San José State,Western Athletic,1258.61844505478,8,2002,2002-10-12
Arkansas,SEC,1557.83995852606,8,2002,2002-10-12
Texas A&M,Big 12,1515.47025595923,8,2002,2002-10-12
Missouri,Big 12,1368.39618611256,8,2002,2002-10-12
TCU,Conference USA,1396.56029782002,8,2002,2002-10-12
Purdue,Big Ten,1360.7573301511,8,2002,2002-10-12
Bowling Green,Mid-American,1437.32047286444,8,2002,2002-10-12
Eastern Michigan,Mid-American,933.632888484903,8,2002,2002-10-12
Arkansas State,Sun Belt,938.973454777911,8,2002,2002-10-12
Northern Illinois,Mid-American,1322.96433358461,8,2002,2002-10-12
Colorado,Big 12,1648.89975940485,8,2002,2002-10-12
Liberty,,1228.38698370722,8,2002,2002-10-12
Oklahoma State,Big 12,1271.58367697078,8,2002,2002-10-12
Pittsburgh,Big East,1585.1157119862,8,2002,2002-10-12
Troy,FBS Independents,1167.60272951029,8,2002,2002-10-12
Houston,Conference USA,1020.59647244838,8,2002,2002-10-12
Wyoming,Mountain West,930.905564579101,8,2002,2002-10-12
West Virginia,Big East,1357.38949126477,8,2002,2002-10-12
Penn State,Big Ten,1545.70919152867,8,2002,2002-10-12
Oregon,Pac-10,1839.40218909292,8,2002,2002-10-12
Tennessee,SEC,1692.46561117956,8,2002,2002-10-12
Texas,Big 12,1717.59300101298,8,2002,2002-10-12
Duke,ACC,1115.30376300081,8,2002,2002-10-12
Cincinnati,Conference USA,1231.66509797008,8,2002,2002-10-12
UCF,Mid-American,1332.13035749344,8,2002,2002-10-12
Arizona,Pac-10,1393.122930219,8,2002,2002-10-12
Buffalo,Mid-American,864.615015107082,8,2002,2002-10-12
Washington State,Pac-10,1670.9317512185,8,2002,2002-10-12
California,Pac-10,1348.02043945605,8,2002,2002-10-12
South Carolina,SEC,1578.02080561209,8,2002,2002-10-12
Texas Tech,Big 12,1493.1320503901,8,2002,2002-10-12
Utah,Mountain West,1286.01578600071,8,2002,2002-10-12
Middle Tennessee,Sun Belt,1160.93299880262,8,2002,2002-10-12
Boise State,Western Athletic,1434.23458100108,8,2002,2002-10-12
Idaho,Sun Belt,655.722636550436,8,2002,2002-10-12
New Mexico,Mountain West,1257.12460512194,8,2002,2002-10-12
Ball State,Mid-American,1142.52795348787,8,2002,2002-10-12
Southern Mississippi,Conference USA,1389.57556391071,8,2002,2002-10-12
LSU,SEC,1707.17872200637,8,2002,2002-10-12
Louisiana,Sun Belt,931.779356369161,8,2002,2002-10-12
BYU,Mountain West,1472.7937752718,8,2002,2002-10-12
Oregon State,Pac-10,1441.30066704078,8,2002,2002-10-12
SMU,Western Athletic,996.999259875979,8,2002,2002-10-12
Nevada,Western Athletic,1127.02288897429,8,2002,2002-10-12
Maryland,ACC,1616.43701072472,9,2002,2002-10-17
Boise State,Western Athletic,1471.96645818444,9,2002,2002-10-18
Boston College,Big East,1580.71028953265,9,2002,2002-10-19
Middle Tennessee,Sun Belt,1174.79210469505,9,2002,2002-10-19
NC State,ACC,1641.67175041852,9,2002,2002-10-19
West Virginia,Big East,1400.79626191438,9,2002,2002-10-19
Virginia,ACC,1584.2497403794,9,2002,2002-10-19
Connecticut,FBS Independents,961.330525895932,9,2002,2002-10-19
Purdue,Big Ten,1345.45191838747,9,2002,2002-10-19
Penn State,Big Ten,1554.56454498968,9,2002,2002-10-19
Michigan State,Big Ten,1370.59058005821,9,2002,2002-10-19
Indiana,Big Ten,1390.8978261378,9,2002,2002-10-19
Georgia,SEC,1737.97094594469,9,2002,2002-10-19
Oklahoma State,Big 12,1344.5188191092,9,2002,2002-10-19
