team,conference,elo_rating,week,season,date
Florida State,ACC,1500,0,2000,2000-08-25T23:59:53Z
Kansas State,Big 12,1500,0,2000,2000-08-25T23:59:53Z
Louisiana Tech,Conference USA,1200,0,2000,2000-08-25T23:59:53Z
Texas Tech,Big 12,1500,0,2000,2000-08-25T23:59:53Z
USC,Pac-12,1500,0,2000,2000-08-25T23:59:53Z
Oklahoma,Big 12,1500,0,2000,2000-08-25T23:59:53Z
Florida,SEC,1500,0,2000,2000-08-25T23:59:53Z
Marshall,Conference USA,1200,0,2000,2000-08-25T23:59:53Z
Southern Mississippi,Conference USA,1200,0,2000,2000-08-25T23:59:53Z
UNLV,Mountain West,1200,0,2000,2000-08-25T23:59:53Z
Georgia,SEC,1500,0,2000,2000-08-25T23:59:53Z
Boston College,ACC,1500,0,2000,2000-08-25T23:59:53Z
East Carolina,American Athletic,1200,0,2000,2000-08-25T23:59:53Z
West Virginia,Big 12,1500,0,2000,2000-08-25T23:59:53Z
Iowa State,Big 12,1500,0,2000,2000-08-25T23:59:53Z
NC State,ACC,1500,0,2000,2000-08-25T23:59:53Z
Boise State,Mountain West,1200,0,2000,2000-08-25T23:59:53Z
Wisconsin,Big Ten,1500,0,2000,2000-08-25T23:59:53Z
Colorado State,Mountain West,1200,0,2000,2000-08-25T23:59:53Z
Georgia Tech,ACC,1500,0,2000,2000-08-25T23:59:53Z
Oregon,Pac-12,1500,0,2000,2000-08-25T23:59:53Z
Nebraska,Big Ten,1500,0,2000,2000-08-25T23:59:53Z
Mississippi State,SEC,1500,0,2000,2000-08-25T23:59:53Z
Air Force,Mountain West,1200,0,2000,2000-08-25T23:59:53Z
South Carolina,SEC,1500,0,2000,2000-08-25T23:59:53Z
Virginia Tech,ACC,1500,0,2000,2000-08-25T23:59:53Z
Washington,Pac-12,1500,0,2000,2000-08-25T23:59:53Z
Michigan,Big Ten,1500,0,2000,2000-08-25T23:59:53Z
Oregon State,Pac-12,1500,0,2000,2000-08-25T23:59:53Z
Miami,ACC,1500,0,2000,2000-08-25T23:59:53Z
San Diego State,Mountain West,1200,0,2000,2000-08-25T23:59:53Z
Auburn,SEC,1500,0,2000,2000-08-25T23:59:53Z
North Texas,Conference USA,1200,0,2000,2000-08-25T23:59:53Z
Wake Forest,ACC,1500,0,2000,2000-08-25T23:59:53Z
Northwestern,Big Ten,1500,0,2000,2000-08-25T23:59:53Z
Duke,ACC,1500,0,2000,2000-08-25T23:59:53Z
Eastern Michigan,Mid-American,1200,0,2000,2000-08-25T23:59:53Z
Illinois,Big Ten,1500,0,2000,2000-08-25T23:59:53Z
LSU,SEC,1500,0,2000,2000-08-25T23:59:53Z
Louisville,ACC,1500,0,2000,2000-08-25T23:59:53Z
Vanderbilt,SEC,1500,0,2000,2000-08-25T23:59:53Z
Minnesota,Big Ten,1500,0,2000,2000-08-25T23:59:53Z
Ole Miss,SEC,1500,0,2000,2000-08-25T23:59:53Z
Memphis,American Athletic,1200,0,2000,2000-08-25T23:59:53Z
Missouri,SEC,1500,0,2000,2000-08-25T23:59:53Z
North Carolina,ACC,1500,0,2000,2000-08-25T23:59:53Z
Notre Dame,FBS Independents,1500,0,2000,2000-08-25T23:59:53Z
Ohio State,Big Ten,1500,0,2000,2000-08-25T23:59:53Z
Pittsburgh,ACC,1500,0,2000,2000-08-25T23:59:53Z
Purdue,Big Ten,1500,0,2000,2000-08-25T23:59:53Z
Rice,Conference USA,1200,0,2000,2000-08-25T23:59:53Z
Rutgers,Big Ten,1500,0,2000,2000-08-25T23:59:53Z
Louisiana,Sun Belt,1200,0,2000,2000-08-25T23:59:53Z
South Florida,American Athletic,1200,0,2000,2000-08-25T23:59:53Z
SMU,American Athletic,1200,0,2000,2000-08-25T23:59:53Z
Syracuse,ACC,1500,0,2000,2000-08-25T23:59:53Z
Navy,American Athletic,1200,0,2000,2000-08-25T23:59:53Z
Tennessee,SEC,1500,0,2000,2000-08-25T23:59:53Z
Penn State,Big Ten,1500,0,2000,2000-08-25T23:59:53Z
UCLA,Pac-12,1500,0,2000,2000-08-25T23:59:53Z
Washington State,Pac-12,1500,0,2000,2000-08-25T23:59:53Z
Utah,Pac-12,1500,0,2000,2000-08-25T23:59:53Z
Arkansas,SEC,1500,0,2000,2000-08-25T23:59:53Z
New Mexico,Mountain West,1200,0,2000,2000-08-25T23:59:53Z
Virginia,ACC,1500,0,2000,2000-08-25T23:59:53Z
Clemson,ACC,1500,0,2000,2000-08-25T23:59:53Z
Cincinnati,American Athletic,1200,0,2000,2000-08-25T23:59:53Z
UAB,Conference USA,1200,0,2000,2000-08-25T23:59:53Z
Army,FBS Independents,1500,0,2000,2000-08-25T23:59:53Z
California,Pac-12,1500,0,2000,2000-08-25T23:59:53Z
UCF,American Athletic,1200,0,2000,2000-08-25T23:59:53Z
Connecticut,American Athletic,1200,0,2000,2000-08-25T23:59:53Z
Kentucky,SEC,1500,0,2000,2000-08-25T23:59:53Z
Maryland,Big Ten,1500,0,2000,2000-08-25T23:59:53Z
Michigan State,Big Ten,1500,0,2000,2000-08-25T23:59:53Z
Idaho,,900,0,2000,2000-08-25T23:59:53Z
Indiana,Big Ten,1500,0,2000,2000-08-25T23:59:53Z
Northern Illinois,Mid-American,1200,0,2000,2000-08-25T23:59:53Z
Arizona,Pac-12,1500,0,2000,2000-08-25T23:59:53Z
Tulsa,American Athletic,1200,0,2000,2000-08-25T23:59:53Z
Bowling Green,Mid-American,1200,0,2000,2000-08-25T23:59:53Z
Hawai'i,Mountain West,1200,0,2000,2000-08-25T23:59:53Z
Stanford,Pac-12,1500,0,2000,2000-08-25T23:59:53Z
Texas,Big 12,1500,0,2000,2000-08-25T23:59:53Z
Texas A&M,SEC,1500,0,2000,2000-08-25T23:59:53Z
Toledo,Mid-American,1200,0,2000,2000-08-25T23:59:53Z
Utah State,Mountain West,1200,0,2000,2000-08-25T23:59:53Z
Ball State,Mid-American,1200,0,2000,2000-08-25T23:59:53Z
Iowa,Big Ten,1500,0,2000,2000-08-25T23:59:53Z
Nevada,Mountain West,1200,0,2000,2000-08-25T23:59:53Z
Alabama,SEC,1500,0,2000,2000-08-25T23:59:53Z
Central Michigan,Mid-American,1200,0,2000,2000-08-25T23:59:53Z
UTEP,Conference USA,1200,0,2000,2000-08-25T23:59:53Z
BYU,FBS Independents,1500,0,2000,2000-08-25T23:59:53Z
Akron,Mid-American,1200,0,2000,2000-08-25T23:59:53Z
Arizona State,Pac-12,1500,0,2000,2000-08-25T23:59:53Z
Buffalo,Mid-American,1200,0,2000,2000-08-25T23:59:53Z
Kansas,Big 12,1500,0,2000,2000-08-25T23:59:53Z
Louisiana Monroe,Sun Belt,1200,0,2000,2000-08-25T23:59:53Z
Arkansas State,Sun Belt,1200,0,2000,2000-08-25T23:59:53Z
Middle Tennessee,Conference USA,1200,0,2000,2000-08-25T23:59:53Z
Baylor,Big 12,1500,0,2000,2000-08-25T23:59:53Z
New Mexico State,FBS Independents,1500,0,2000,2000-08-25T23:59:53Z
Ohio,Mid-American,1200,0,2000,2000-08-25T23:59:53Z
Oklahoma State,Big 12,1500,0,2000,2000-08-25T23:59:53Z
San José State,Mountain West,1200,0,2000,2000-08-25T23:59:53Z
Temple,American Athletic,1200,0,2000,2000-08-25T23:59:53Z
TCU,Big 12,1500,0,2000,2000-08-25T23:59:53Z
Colorado,Pac-12,1500,0,2000,2000-08-25T23:59:53Z
Western Michigan,Mid-American,1200,0,2000,2000-08-25T23:59:53Z
Wyoming,Mountain West,1200,0,2000,2000-08-25T23:59:53Z
Kent State,Mid-American,1200,0,2000,2000-08-25T23:59:53Z
Houston,American Athletic,1200,0,2000,2000-08-25T23:59:53Z
Fresno State,Mountain West,1200,0,2000,2000-08-25T23:59:53Z
Miami (OH),Mid-American,1200,0,2000,2000-08-25T23:59:53Z
Tulane,American Athletic,1200,0,2000,2000-08-25T23:59:53Z
Troy,Sun Belt,1200,0,2000,2000-08-25T23:59:53Z
Montana,,900,0,2000,2000-08-25T23:59:53Z
Youngstown State,,900,0,2000,2000-08-25T23:59:53Z
Florida A&M,,900,0,2000,2000-08-25T23:59:53Z
Florida International,Conference USA,1200,0,2000,2000-08-25T23:59:53Z
Texas State,Sun Belt,1200,0,2000,2000-08-25T23:59:53Z
Stephen F. Austin,,900,0,2000,2000-08-25T23:59:53Z
Northern Colorado,,900,0,2000,2000-08-25T23:59:53Z
Florida Atlantic,Conference USA,1200,0,2000,2000-08-25T23:59:53Z
Bethune-Cookman,,900,0,2000,2000-08-25T23:59:53Z
Western Kentucky,Conference USA,1200,0,2000,2000-08-25T23:59:53Z
Indiana State,,900,0,2000,2000-08-25T23:59:53Z
Chattanooga,,900,0,2000,2000-08-25T23:59:53Z
Eastern Kentucky,,900,0,2000,2000-08-25T23:59:53Z
Grambling,,900,0,2000,2000-08-25T23:59:53Z
South Alabama,Sun Belt,1200,0,2000,2000-08-25T23:59:53Z
UT San Antonio,Conference USA,1200,0,2000,2000-08-25T23:59:53Z
UMass,FBS Independents,1500,0,2000,2000-08-25T23:59:53Z
Georgia State,Sun Belt,1200,0,2000,2000-08-25T23:59:53Z
Old Dominion,Conference USA,1200,0,2000,2000-08-25T23:59:53Z
Norfolk State,,900,0,2000,2000-08-25T23:59:53Z
Georgia Southern,Sun Belt,1200,0,2000,2000-08-25T23:59:53Z
Appalachian State,Sun Belt,1200,0,2000,2000-08-25T23:59:53Z
Yale,,900,0,2000,2000-08-25T23:59:53Z
Charlotte,Conference USA,1200,0,2000,2000-08-25T23:59:53Z
Coastal Carolina,Sun Belt,1200,0,2000,2000-08-25T23:59:53Z
Liberty,FBS Independents,1500,0,2000,2000-08-25T23:59:53Z
Campbell,,900,0,2000,2000-08-25T23:59:53Z
Mississippi Valley State,,900,0,2000,2000-08-25T23:59:53Z
Southeast Missouri State,,900,0,2000,2000-08-25T23:59:53Z
McNeese,,900,0,2000,2000-08-25T23:59:53Z
Western Carolina,,900,0,2000,2000-08-25T23:59:53Z
Western Illinois,,900,0,2000,2000-08-25T23:59:53Z
Eastern Washington,,900,0,2000,2000-08-25T23:59:53Z
Villanova,,900,0,2000,2000-08-25T23:59:53Z
Sam Houston State,,900,0,2000,2000-08-25T23:59:53Z
Jacksonville State,,900,0,2000,2000-08-25T23:59:53Z
Cal State Northridge,,900,0,2000,2000-08-25T23:59:53Z
Missouri State,,900,0,2000,2000-08-25T23:59:53Z
The Citadel,,900,0,2000,2000-08-25T23:59:53Z
Northern Iowa,,900,0,2000,2000-08-25T23:59:53Z
Northwestern State,,900,0,2000,2000-08-25T23:59:53Z
East Tennessee State,,900,0,2000,2000-08-25T23:59:53Z
Colgate,,900,0,2000,2000-08-25T23:59:53Z
Illinois State,,900,0,2000,2000-08-25T23:59:53Z
Portland State,,900,0,2000,2000-08-25T23:59:53Z
Weber State,,900,0,2000,2000-08-25T23:59:53Z
Southern Utah,,900,0,2000,2000-08-25T23:59:53Z
Richmond,,900,0,2000,2000-08-25T23:59:53Z
Nicholls,,900,0,2000,2000-08-25T23:59:53Z
Murray State,,900,0,2000,2000-08-25T23:59:53Z
Tennessee Tech,,900,0,2000,2000-08-25T23:59:53Z
James Madison,,900,0,2000,2000-08-25T23:59:53Z
Eastern Illinois,,900,0,2000,2000-08-25T23:59:53Z
William & Mary,,900,0,2000,2000-08-25T23:59:53Z
Southern Illinois,,900,0,2000,2000-08-25T23:59:53Z
Northern Arizona,,900,0,2000,2000-08-25T23:59:53Z
Northeastern,,900,0,2000,2000-08-25T23:59:53Z
Montana State,,900,0,2000,2000-08-25T23:59:53Z
Samford,,900,0,2000,2000-08-25T23:59:53Z
Rhode Island,,900,0,2000,2000-08-25T23:59:53Z
Idaho State,,900,0,2000,2000-08-25T23:59:53Z
Austin Peay,,900,0,2000,2000-08-25T23:59:53Z
Wofford,,900,0,2000,2000-08-25T23:59:53Z
Furman,,900,0,2000,2000-08-25T23:59:53Z
Bucknell,,900,0,2000,2000-08-25T23:59:53Z
Texas Southern,,900,0,2000,2000-08-25T23:59:53Z
Southern,,900,0,2000,2000-08-25T23:59:53Z
New Hampshire,,900,0,2000,2000-08-25T23:59:53Z
Cal Poly,,900,0,2000,2000-08-25T23:59:53Z
Lehigh,,900,0,2000,2000-08-25T23:59:53Z
Jackson State,,900,0,2000,2000-08-25T23:59:53Z
Sacramento State,,900,0,2000,2000-08-25T23:59:53Z
Holy Cross,,900,0,2000,2000-08-25T23:59:53Z
UT Martin,,900,0,2000,2000-08-25T23:59:53Z
Charleston Southern,,900,0,2000,2000-08-25T23:59:53Z
VMI,,900,0,2000,2000-08-25T23:59:53Z
Hofstra,,900,0,2000,2000-08-25T23:59:53Z
Western New Mexico,,900,0,2000,2000-08-25T23:59:53Z
Howard,,900,0,2000,2000-08-25T23:59:53Z
Southeastern Louisiana,,900,0,2000,2000-08-25T23:59:53Z
Delaware,,900,0,2000,2000-08-25T23:59:53Z
Morgan State,,900,0,2000,2000-08-25T23:59:53Z
North Carolina A&T,,900,0,2000,2000-08-25T23:59:53Z
Maine,,900,0,2000,2000-08-25T23:59:53Z
Tennessee State,,900,0,2000,2000-08-25T23:59:53Z
Virginia Union,,900,0,2000,2000-08-25T23:59:53Z
Savannah State,,900,0,2000,2000-08-25T23:59:53Z
Edward Waters,,900,0,2000,2000-08-25T23:59:53Z
UC Davis,,900,0,2000,2000-08-25T23:59:53Z
Alcorn State,,900,0,2000,2000-08-25T23:59:53Z
Alabama State,,900,0,2000,2000-08-25T23:59:53Z
North Dakota State,,900,0,2000,2000-08-25T23:59:53Z
South Carolina State,,900,0,2000,2000-08-25T23:59:53Z
Gardner-Webb,,900,0,2000,2000-08-25T23:59:53Z
Central Arkansas,,900,0,2000,2000-08-25T23:59:53Z
Elon,,900,0,2000,2000-08-25T23:59:53Z
West Virginia Tech,,900,0,2000,2000-08-25T23:59:53Z
Delaware State,,900,0,2000,2000-08-25T23:59:53Z
Central Connecticut,,900,0,2000,2000-08-25T23:59:53Z
Arkansas-Pine Bluff,,900,0,2000,2000-08-25T23:59:53Z
North Carolina Central,,900,0,2000,2000-08-25T23:59:53Z
Morehead State,,900,0,2000,2000-08-25T23:59:53Z
South Dakota State,,900,0,2000,2000-08-25T23:59:53Z
Towson,,900,0,2000,2000-08-25T23:59:53Z
Alabama A&M,,900,0,2000,2000-08-25T23:59:53Z
North Dakota,,900,0,2000,2000-08-25T23:59:53Z
Prairie View,,900,0,2000,2000-08-25T23:59:53Z
Presbyterian College,,900,0,2000,2000-08-25T23:59:53Z
Hampton,,900,0,2000,2000-08-25T23:59:53Z
South Dakota,,900,0,2000,2000-08-25T23:59:53Z
Stony Brook,,900,0,2000,2000-08-25T23:59:53Z
Fordham,,900,0,2000,2000-08-25T23:59:53Z
Wagner,,900,0,2000,2000-08-25T23:59:53Z
Lamar,,900,0,2000,2000-08-25T23:59:53Z
Texas A&M-Commerce,,900,0,2000,2000-08-25T23:59:53Z
Northwestern Oklahoma State,,900,0,2000,2000-08-25T23:59:53Z
Albany,,900,0,2000,2000-08-25T23:59:53Z
Abilene Christian,,900,0,2000,2000-08-25T23:59:53Z
Duquesne,,900,0,2000,2000-08-25T23:59:53Z
San Diego,,900,0,2000,2000-08-25T23:59:53Z
Monmouth,,900,0,2000,2000-08-25T23:59:53Z
Incarnate Word,,900,0,2000,2000-08-25T23:59:53Z
Mercer,,900,0,2000,2000-08-25T23:59:53Z
Houston Baptist,,900,0,2000,2000-08-25T23:59:53Z
Lafayette,,900,0,2000,2000-08-25T23:59:53Z
Kennesaw State,,900,0,2000,2000-08-25T23:59:53Z
Drake,,900,0,2000,2000-08-25T23:59:53Z
Robert Morris,,900,0,2000,2000-08-25T23:59:53Z
Tarleton State,,900,0,2000,2000-08-25T23:59:53Z
North Alabama,,900,0,2000,2000-08-25T23:59:53Z
Florida State,ACC,1529.50522733587,1,2000,2000-08-26T00:00:00Z
Kansas State,Big 12,1529.50522733587,1,2000,2000-08-26T00:00:00Z
Louisiana Tech,FBS Independents,1208.02944267621,1,2000,2000-08-26T00:00:00Z
Texas Tech,Big 12,1508.02944267621,1,2000,2000-08-26T00:00:00Z
USC,Pac-10,1529.50522733587,1,2000,2000-08-27T00:00:00Z
BYU,Mountain West,1470.49477266413,1,2000,2000-08-26T00:00:00Z
Iowa,Big Ten,1470.49477266413,1,2000,2000-08-26T00:00:00Z
Mississippi Valley State,,891.970557323786,1,2000,2000-08-26T00:00:00Z
New Mexico,Mountain West,1191.97055732379,1,2000,2000-08-26T00:00:00Z
Penn State,Big Ten,1470.49477266413,1,2000,2000-08-27T00:00:00Z
Wisconsin,Big Ten,1508.02944267621,2,2000,2000-08-31T00:00:00Z
San Diego State,Mountain West,1186.26729635973,2,2000,2000-08-31T00:00:00Z
Auburn,SEC,1508.02944267621,2,2000,2000-08-31T00:00:00Z
North Texas,Big West,1186.26729635973,2,2000,2000-08-31T00:00:00Z
Marshall,Mid-American,1208.02944267621,2,2000,2000-08-31T00:00:00Z
Miami,Big East,1501.57654013278,2,2000,2000-08-31T00:00:00Z
Wake Forest,ACC,1438.02944267621,2,2000,2000-08-31T00:00:00Z
Northwestern,Big Ten,1508.02944267621,2,2000,2000-08-31T00:00:00Z
Duke,ACC,1438.02944267621,2,2000,2000-09-02T00:00:00Z
Eastern Michigan,Mid-American,1229.50522733587,2,2000,2000-09-02T00:00:00Z
Florida,SEC,1508.02944267621,2,2000,2000-09-02T00:00:00Z
Georgia,SEC,1508.02944267621,2,2000,2000-09-02T00:00:00Z
Georgia Tech,ACC,1508.02944267621,2,2000,2000-09-02T00:00:00Z
Illinois,Big Ten,1508.02944267621,2,2000,2000-09-02T00:00:00Z
Iowa State,Big 12,1508.02944267621,2,2000,2000-09-02T00:00:00Z
Kansas State,Big 12,1536.69686811832,2,2000,2000-09-02T00:00:00Z
LSU,SEC,1501.57654013278,2,2000,2000-09-02T00:00:00Z
Louisville,Conference USA,1529.50522733587,2,2000,2000-09-02T00:00:00Z
Vanderbilt,SEC,1438.02944267621,2,2000,2000-09-02T00:00:00Z
Michigan,Big Ten,1508.02944267621,2,2000,2000-09-02T00:00:00Z
Minnesota,Big Ten,1508.02944267621,2,2000,2000-09-02T00:00:00Z
Ole Miss,SEC,1508.02944267621,2,2000,2000-09-02T00:00:00Z
Memphis,Conference USA,1186.26729635973,2,2000,2000-09-02T00:00:00Z
Missouri,Big 12,1501.57654013278,2,2000,2000-09-02T00:00:00Z
Nebraska,Big 12,1508.02944267621,2,2000,2000-09-02T00:00:00Z
North Carolina,ACC,1508.02944267621,2,2000,2000-09-02T00:00:00Z
NC State,ACC,1508.02944267621,2,2000,2000-09-02T00:00:00Z
Notre Dame,FBS Independents,1529.50522733587,2,2000,2000-09-02T00:00:00Z
Ohio State,Big Ten,1508.02944267621,2,2000,2000-09-02T00:00:00Z
Oklahoma,Big 12,1508.02944267621,2,2000,2000-09-02T00:00:00Z
Oregon,Pac-10,1508.02944267621,2,2000,2000-09-02T00:00:00Z
Oregon State,Pac-10,1501.57654013278,2,2000,2000-09-02T00:00:00Z
Pittsburgh,Big East,1508.02944267621,2,2000,2000-09-02T00:00:00Z
Purdue,Big Ten,1508.02944267621,2,2000,2000-09-02T00:00:00Z
Rice,Western Athletic,1229.50522733587,2,2000,2000-09-02T00:00:00Z
Rutgers,Big East,1501.57654013278,2,2000,2000-09-02T00:00:00Z
Louisiana,FBS Independents,1138.02944267621,2,2000,2000-09-02T00:00:00Z
South Carolina,SEC,1529.50522733587,2,2000,2000-09-02T00:00:00Z
South Florida,FBS Independents,1208.02944267621,2,2000,2000-09-02T00:00:00Z
SMU,Western Athletic,1256.26729635973,2,2000,2000-09-02T00:00:00Z
Syracuse,Big East,1508.02944267621,2,2000,2000-09-02T00:00:00Z
Navy,FBS Independents,1159.50522733587,2,2000,2000-09-02T00:00:00Z
Tennessee,SEC,1508.02944267621,2,2000,2000-09-02T00:00:00Z
Texas Tech,Big 12,1515.73613127732,2,2000,2000-09-02T00:00:00Z
Penn State,Big Ten,1409.81277728351,2,2000,2000-09-02T00:00:00Z
UCLA,Pac-10,1529.50522733587,2,2000,2000-09-02T00:00:00Z
Virginia Tech,Big East,1508.02944267621,2,2000,2000-09-02T00:00:00Z
Washington,Pac-10,1501.57654013278,2,2000,2000-09-02T00:00:00Z
Washington State,Pac-10,1459.50522733587,2,2000,2000-09-02T00:00:00Z
West Virginia,Big East,1529.50522733587,2,2000,2000-09-02T00:00:00Z
Air Force,Mountain West,1208.02944267621,2,2000,2000-09-02T00:00:00Z
Utah,Mountain West,1459.50522733587,2,2000,2000-09-02T00:00:00Z
Arkansas,SEC,1501.57654013278,2,2000,2000-09-02T00:00:00Z
New Mexico,Mountain West,1152.26745063024,2,2000,2000-09-02T00:00:00Z
Virginia,ACC,1456.65109522421,2,2000,2000-09-02T00:00:00Z
Clemson,ACC,1501.57654013278,2,2000,2000-09-02T00:00:00Z
Colorado State,Mountain West,1256.26729635973,2,2000,2000-09-02T00:00:00Z
Cincinnati,Conference USA,1256.26729635973,2,2000,2000-09-04T00:00:00Z
Western Michigan,Mid-American,1191.97055732379,2,2000,2000-08-31T00:00:00Z
Arizona State,Pac-10,1513.73270364027,2,2000,2000-08-31T00:00:00Z
Wyoming,Mountain West,1191.97055732379,2,2000,2000-08-31T00:00:00Z
Baylor,Big 12,1513.73270364027,2,2000,2000-08-31T00:00:00Z
Southeast Missouri State,,891.970557323786,2,2000,2000-08-31T00:00:00Z
McNeese,,898.423459867225,2,2000,2000-08-31T00:00:00Z
Appalachian State,,1261.97055732379,2,2000,2000-08-31T00:00:00Z
Northern Illinois,Mid-American,1191.97055732379,2,2000,2000-08-31T00:00:00Z
East Carolina,Conference USA,1261.97055732379,2,2000,2000-09-02T00:00:00Z
Connecticut,FBS Independents,1170.49477266413,2,2000,2000-09-02T00:00:00Z
Ball State,Mid-American,1191.97055732379,2,2000,2000-09-02T00:00:00Z
Georgia Southern,,1191.97055732379,2,2000,2000-09-02T00:00:00Z
UCF,FBS Independents,1191.97055732379,2,2000,2000-09-02T00:00:00Z
Middle Tennessee,FBS Independents,1191.97055732379,2,2000,2000-09-02T00:00:00Z
Ohio,Mid-American,1191.97055732379,2,2000,2000-09-02T00:00:00Z
Louisiana Tech,FBS Independents,1200.83780189376,2,2000,2000-09-02T00:00:00Z
Western Carolina,,898.423459867225,2,2000,2000-09-02T00:00:00Z
Kentucky,SEC,1470.49477266413,2,2000,2000-09-02T00:00:00Z
Miami (OH),Mid-American,1261.97055732379,2,2000,2000-09-02T00:00:00Z
Bowling Green,Mid-American,1191.97055732379,2,2000,2000-09-02T00:00:00Z
Louisiana Monroe,FBS Independents,1191.97055732379,2,2000,2000-09-02T00:00:00Z
Tulane,Conference USA,1191.97055732379,2,2000,2000-09-02T00:00:00Z
Mississippi State,SEC,1513.73270364027,2,2000,2000-09-02T00:00:00Z
Western Illinois,,898.423459867225,2,2000,2000-09-02T00:00:00Z
San José State,Western Athletic,1191.97055732379,2,2000,2000-09-02T00:00:00Z
Tulsa,Western Athletic,1191.97055732379,2,2000,2000-09-02T00:00:00Z
Arkansas State,Big West,1191.97055732379,2,2000,2000-09-02T00:00:00Z
Texas A&M,Big 12,1470.49477266413,2,2000,2000-09-02T00:00:00Z
Fresno State,Western Athletic,1191.97055732379,2,2000,2000-09-02T00:00:00Z
UTEP,Western Athletic,1191.97055732379,2,2000,2000-09-02T00:00:00Z
Nevada,Western Athletic,1191.97055732379,2,2000,2000-09-02T00:00:00Z
Eastern Washington,,898.423459867225,2,2000,2000-09-02T00:00:00Z
Kent State,Mid-American,1191.97055732379,2,2000,2000-09-02T00:00:00Z
Central Michigan,Mid-American,1191.97055732379,2,2000,2000-09-02T00:00:00Z
Houston,Conference USA,1170.49477266413,2,2000,2000-09-02T00:00:00Z
Villanova,,898.423459867225,2,2000,2000-09-02T00:00:00Z
Sam Houston State,,961.970557323786,2,2000,2000-09-02T00:00:00Z
New Mexico State,Big West,1470.49477266413,2,2000,2000-09-02T00:00:00Z
Jacksonville State,,891.970557323786,2,2000,2000-09-02T00:00:00Z
Kansas,Big 12,1443.73270364027,2,2000,2000-09-02T00:00:00Z
Buffalo,Mid-American,1191.97055732379,2,2000,2000-09-02T00:00:00Z
Temple,Big East,1240.49477266413,2,2000,2000-09-02T00:00:00Z
Southern Mississippi,Conference USA,1191.97055732379,2,2000,2000-09-02T00:00:00Z
Utah State,Big West,1192.2933113989,2,2000,2000-09-02T00:00:00Z
Toledo,Mid-American,1260.68199538062,2,2000,2000-09-02T00:00:00Z
Alabama,SEC,1470.49477266413,2,2000,2000-09-02T00:00:00Z
Akron,Mid-American,1191.97055732379,2,2000,2000-09-02T00:00:00Z
Idaho,Big West,898.423459867225,2,2000,2000-09-02T00:00:00Z
Stanford,Pac-10,1540.49477266413,2,2000,2000-09-02T00:00:00Z
Boston College,Big East,1470.49477266413,2,2000,2000-09-02T00:00:00Z
Cal State Northridge,,891.970557323786,2,2000,2000-09-02T00:00:00Z
Arizona,Pac-10,1540.49477266413,2,2000,2000-09-02T00:00:00Z
Missouri State,,898.423459867225,2,2000,2000-09-02T00:00:00Z
Boise State,Big West,1239.70310669355,2,2000,2000-09-02T00:00:00Z
BYU,Mountain West,1513.84367743992,2,2000,2000-09-02T00:00:00Z
The Citadel,,898.423459867225,2,2000,2000-09-02T00:00:00Z
Colorado,Big 12,1443.73270364027,2,2000,2000-09-02T00:00:00Z
Army,Conference USA,1443.73270364027,2,2000,2000-09-04T00:00:00Z
UAB,Conference USA,1208.02944267621,3,2000,2000-09-07T00:00:00Z
East Carolina,Conference USA,1244.48644773329,3,2000,2000-09-07T00:00:00Z
Boise State,Big West,1246.24535350897,3,2000,2000-09-09T00:00:00Z
Army,Conference USA,1405.89431525979,3,2000,2000-09-09T00:00:00Z
California,Pac-10,1525.61518446001,3,2000,2000-09-09T00:00:00Z
UCF,FBS Independents,1200.33445607071,3,2000,2000-09-09T00:00:00Z
Cincinnati,Conference USA,1309.21028056894,3,2000,2000-09-09T00:00:00Z
Clemson,ACC,1531.08176746864,3,2000,2000-09-09T00:00:00Z
Colorado State,Mountain West,1262.26553430605,3,2000,2000-09-09T00:00:00Z
Connecticut,FBS Independents,1179.81277728351,3,2000,2000-09-09T00:00:00Z
Florida,SEC,1515.4248025119,3,2000,2000-09-09T00:00:00Z
San Diego State,Mountain West,1173.86505408516,3,2000,2000-09-09T00:00:00Z
Iowa State,Big 12,1515.73613127732,3,2000,2000-09-09T00:00:00Z
Kentucky,SEC,1480.19250742351,3,2000,2000-09-09T00:00:00Z
LSU,SEC,1508.41912124585,3,2000,2000-09-09T00:00:00Z
Louisville,Conference USA,1530.84020047064,3,2000,2000-09-09T00:00:00Z
Maryland,ACC,1509.84096705738,3,2000,2000-09-09T00:00:00Z
Memphis,Conference USA,1216.33429608231,3,2000,2000-09-09T00:00:00Z
Michigan,Big Ten,1516.98037902697,3,2000,2000-09-09T00:00:00Z
Michigan State,Big Ten,1508.36389874692,3,2000,2000-09-09T00:00:00Z
Idaho,Big West,858.083699848925,3,2000,2000-09-09T00:00:00Z
Notre Dame,FBS Independents,1486.9232588992,3,2000,2000-09-09T00:00:00Z
Indiana,Big Ten,1460.29689330645,3,2000,2000-09-09T00:00:00Z
Northern Illinois,Mid-American,1200.33445607071,3,2000,2000-09-09T00:00:00Z
Northwestern,Big Ten,1530.95376764277,3,2000,2000-09-09T00:00:00Z
Minnesota,Big Ten,1445.4248025119,3,2000,2000-09-09T00:00:00Z
Arizona,Pac-10,1496.86521766018,3,2000,2000-09-09T00:00:00Z
Oklahoma,Big 12,1515.4248025119,3,2000,2000-09-09T00:00:00Z
Tulsa,Western Athletic,1178.74091695169,3,2000,2000-09-09T00:00:00Z
