team,conference,elo_rating,week,season,date
Akron,Mid-American,1252.5474397855,7,2005,2005-10-15T14:00:00Z
Iowa State,Big 12,1384.33826865242,7,2005,2005-10-15T14:00:00Z
South Florida,Big East,1309.73904079072,7,2005,2005-10-15T14:00:00Z
East Carolina,Conference USA,1139.01273886375,7,2005,2005-10-15T15:00:00Z
Toledo,Mid-American,1473.60441965489,7,2005,2005-10-15T15:00:00Z
New Mexico,Mountain West,1380.1370022796,7,2005,2005-10-15T15:00:00Z
Oregon State,Pac-10,1630.88440588124,7,2005,2005-10-15T15:30:00Z
Washington,Pac-10,1211.02620038133,7,2005,2005-10-15T15:30:00Z
Florida,SEC,1591.15034730872,7,2005,2005-10-15T15:30:00Z
Penn State,Big Ten,1531.43705913557,7,2005,2005-10-15T15:30:00Z
Colorado,Big 12,1611.12859050204,7,2005,2005-10-15T15:30:00Z
USC,Pac-10,1972.23269737659,7,2005,2005-10-15T15:30:00Z
Troy,Sun Belt,1207.21759455327,7,2005,2005-10-15T15:30:00Z
Oklahoma State,Big 12,1425.92874132499,7,2005,2005-10-15T15:30:00Z
Georgia Tech,ACC,1569.35469960988,7,2005,2005-10-15T15:30:00Z
Louisville,Big East,1584.80979851621,7,2005,2005-10-15T15:30:00Z
Tulsa,Conference USA,1254.78635810056,7,2005,2005-10-15T16:00:00Z
Middle Tennessee,Sun Belt,1159.3539851418,7,2005,2005-10-15T16:00:00Z
Connecticut,Big East,1408.71130869954,7,2005,2005-10-15T16:00:00Z
Eastern Michigan,Mid-American,1098.43890207223,7,2005,2005-10-15T16:05:00Z
Louisiana Tech,Western Athletic,1237.83507516332,7,2005,2005-10-15T16:05:00Z
UAB,Conference USA,1233.4817052792,7,2005,2005-10-15T17:00:00Z
Memphis,Conference USA,1303.55460760146,7,2005,2005-10-15T17:00:00Z
North Texas,Sun Belt,1220.90182065541,7,2005,2005-10-15T18:00:00Z
UCLA,Pac-10,1601.9463383542,7,2005,2005-10-15T18:30:00Z
Army,FBS Independents,906.674077317764,7,2005,2005-10-15T19:00:00Z
Auburn,SEC,1786.38136180143,7,2005,2005-10-15T19:00:00Z
San Diego State,Mountain West,1252.45091189527,7,2005,2005-10-15T19:00:00Z
Nebraska,Big 12,1527.10866219574,7,2005,2005-10-15T19:00:00Z
Stanford,Pac-10,1397.83050669441,7,2005,2005-10-15T19:00:00Z
Oklahoma,Big 12,1724.87075061549,7,2005,2005-10-15T19:00:00Z
UCF,Conference USA,1079.99877596518,7,2005,2005-10-15T19:00:00Z
Georgia,SEC,1838.15492447808,7,2005,2005-10-15T19:15:00Z
Florida State,ACC,1731.92611396504,7,2005,2005-10-15T19:45:00Z
San José State,Western Athletic,946.761198014574,7,2005,2005-10-15T20:05:00Z
Colorado State,Mountain West,1323.74990251633,7,2005,2005-10-15T22:00:00Z
Utah State,Western Athletic,1033.61383599731,7,2005,2005-10-15T22:00:00Z
New Mexico State,Western Athletic,1063.53778888122,7,2005,2005-10-16T00:05:00Z
Maryland,ACC,1545.48609084237,8,2005,2005-10-20T19:30:00Z
Troy,Sun Belt,1217.21777772382,8,2005,2005-10-20T19:30:00Z
UCF,Conference USA,1117.20396020457,8,2005,2005-10-21T19:00:00Z
UAB,Conference USA,1205.07185463915,8,2005,2005-10-21T20:00:00Z
Pittsburgh,Big East,1450.13153214929,8,2005,2005-10-22T12:00:00Z
Michigan State,Big Ten,1429.61817882521,8,2005,2005-10-22T12:00:00Z
North Carolina,ACC,1514.00046577689,8,2005,2005-10-22T12:00:00Z
Cincinnati,Big East,1336.7037494895,8,2005,2005-10-22T12:00:00Z
Indiana,Big Ten,1259.31672583567,8,2005,2005-10-22T12:10:00Z
Iowa,Big Ten,1661.06887292308,8,2005,2005-10-22T12:10:00Z
Georgia,SEC,1842.25481518409,8,2005,2005-10-22T12:30:00Z
Clemson,ACC,1556.38270515651,8,2005,2005-10-22T12:40:00Z
Missouri,Big 12,1494.9679737614,8,2005,2005-10-22T12:40:00Z
Kent State,Mid-American,1042.86720972182,8,2005,2005-10-22T13:00:00Z
Ole Miss,SEC,1357.61791574773,8,2005,2005-10-22T14:00:00Z
Ohio,Mid-American,1130.15934557015,8,2005,2005-10-22T14:00:00Z
Iowa State,Big 12,1417.98808873297,8,2005,2005-10-22T14:00:00Z
Kansas State,Big 12,1456.09933457803,8,2005,2005-10-22T14:10:00Z
Mississippi State,SEC,1179.10783682026,8,2005,2005-10-22T14:30:00Z
Notre Dame,FBS Independents,1599.64449175727,8,2005,2005-10-22T14:30:00Z
Air Force,Mountain West,1202.8141271716,8,2005,2005-10-22T15:00:00Z
Connecticut,Big East,1357.26879505051,8,2005,2005-10-22T15:00:00Z
Colorado State,Mountain West,1352.29877866825,8,2005,2005-10-22T15:00:00Z
Tulsa,Conference USA,1267.40621033887,8,2005,2005-10-22T15:05:00Z
South Carolina,SEC,1433.4174859656,8,2005,2005-10-22T15:30:00Z
Duke,ACC,1124.92136235356,8,2005,2005-10-22T15:30:00Z
Alabama,SEC,1624.34986663951,8,2005,2005-10-22T15:30:00Z
Texas,Big 12,1898.28367425454,8,2005,2005-10-22T15:30:00Z
Washington,Pac-10,1209.84535485125,8,2005,2005-10-22T15:30:00Z
Wake Forest,ACC,1358.41740752731,8,2005,2005-10-22T15:30:00Z
Memphis,Conference USA,1318.97722354527,8,2005,2005-10-22T15:30:00Z
Wisconsin,Big Ten,1650.81067974407,8,2005,2005-10-22T15:30:00Z
Bowling Green,Mid-American,1400.75220459024,8,2005,2005-10-22T16:00:00Z
Louisiana Tech,Western Athletic,1265.69045202152,8,2005,2005-10-22T16:00:00Z
Stanford,Pac-10,1443.79522796413,8,2005,2005-10-22T17:00:00Z
Middle Tennessee,Sun Belt,1100.55268446516,8,2005,2005-10-22T17:00:00Z
Idaho,Western Athletic,933.291283438491,8,2005,2005-10-22T17:00:00Z
San José State,Western Athletic,937.086269184929,8,2005,2005-10-22T18:00:00Z
Rice,Conference USA,985.189269156733,8,2005,2005-10-22T18:00:00Z
Akron,Mid-American,1188.88205131917,8,2005,2005-10-22T18:00:00Z
Eastern Michigan,Mid-American,1084.52913745532,8,2005,2005-10-22T18:00:00Z
Utah State,Western Athletic,1030.33514399419,8,2005,2005-10-22T18:35:00Z
UCLA,Pac-10,1634.32582208466,8,2005,2005-10-22T19:00:00Z
Arizona,Pac-10,1248.55944630757,8,2005,2005-10-22T19:00:00Z
Toledo,Mid-American,1475.04343677856,8,2005,2005-10-22T19:00:00Z
Illinois,Big Ten,1191.6291771753,8,2005,2005-10-22T19:00:00Z
Oklahoma,Big 12,1728.82133333604,8,2005,2005-10-22T19:00:00Z
Colorado,Big 12,1620.5388791798,8,2005,2005-10-22T19:00:00Z
Arkansas State,Sun Belt,1068.72023907655,8,2005,2005-10-22T19:00:00Z
UNLV,Mountain West,1076.26987826443,8,2005,2005-10-22T19:00:00Z
LSU,SEC,1788.8337075564,8,2005,2005-10-22T19:45:00Z
UTEP,Conference USA,1321.90280193275,8,2005,2005-10-22T21:05:00Z
San Diego State,Mountain West,1224.66818182945,8,2005,2005-10-22T22:00:00Z
California,Pac-10,1594.89591955417,8,2005,2005-10-22T22:15:00Z
Virginia Tech,ACC,1796.73138703508,8,2005,2005-10-20T19:30:00Z
Florida International,Sun Belt,940.960623532396,8,2005,2005-10-20T19:30:00Z
Tulane,Conference USA,1119.71289736335,8,2005,2005-10-21T19:00:00Z
Southern Mississippi,Conference USA,1383.10016772775,8,2005,2005-10-21T20:00:00Z
Syracuse,Big East,1300.42787743903,8,2005,2005-10-22T12:00:00Z
Northwestern,Big Ten,1535.94528064909,8,2005,2005-10-22T12:00:00Z
Virginia,ACC,1561.30250054741,8,2005,2005-10-22T12:00:00Z
Louisville,Big East,1603.58735444436,8,2005,2005-10-22T12:00:00Z
Ohio State,Big Ten,1685.62159362605,8,2005,2005-10-22T12:10:00Z
Michigan,Big Ten,1681.0709519957,8,2005,2005-10-22T12:10:00Z
Arkansas,SEC,1406.60949164567,8,2005,2005-10-22T12:30:00Z
Temple,FBS Independents,1047.2696779778,8,2005,2005-10-22T12:40:00Z
Nebraska,Big 12,1490.74938538158,8,2005,2005-10-22T12:40:00Z
Northern Illinois,Mid-American,1417.04653151792,8,2005,2005-10-22T13:00:00Z
Kentucky,SEC,1141.96201577663,8,2005,2005-10-22T14:00:00Z
Ball State,Mid-American,1050.00893483894,8,2005,2005-10-22T14:00:00Z
Oklahoma State,Big 12,1392.27892124444,8,2005,2005-10-22T14:00:00Z
Texas A&M,Big 12,1548.43634241898,8,2005,2005-10-22T14:10:00Z
Houston,Conference USA,1247.84150577023,8,2005,2005-10-22T14:30:00Z
BYU,Mountain West,1327.06398738792,8,2005,2005-10-22T14:30:00Z
TCU,Mountain West,1528.59253391031,8,2005,2005-10-22T15:00:00Z
Rutgers,Big East,1338.03260967718,8,2005,2005-10-22T15:00:00Z
Wyoming,Mountain West,1285.42210903878,8,2005,2005-10-22T15:00:00Z
SMU,Conference USA,1034.08354892154,8,2005,2005-10-22T15:05:00Z
Vanderbilt,SEC,1196.83785178523,8,2005,2005-10-22T15:30:00Z
Florida State,ACC,1734.77173147608,8,2005,2005-10-22T15:30:00Z
Tennessee,SEC,1642.66553197068,8,2005,2005-10-22T15:30:00Z
Texas Tech,Big 12,1679.84349857281,8,2005,2005-10-22T15:30:00Z
USC,Pac-10,1973.41354290666,8,2005,2005-10-22T15:30:00Z
NC State,ACC,1406.11276366353,8,2005,2005-10-22T15:30:00Z
East Carolina,Conference USA,1123.59012291994,8,2005,2005-10-22T15:30:00Z
Purdue,Big Ten,1415.77233796027,8,2005,2005-10-22T15:30:00Z
Western Michigan,Mid-American,1109.03596778094,8,2005,2005-10-22T16:00:00Z
North Texas,Sun Belt,1193.04644379721,8,2005,2005-10-22T16:00:00Z
Arizona State,Pac-10,1519.49597263013,8,2005,2005-10-22T17:00:00Z
Louisiana,Sun Belt,985.067546461156,8,2005,2005-10-22T17:00:00Z
Fresno State,Western Athletic,1509.21943453853,8,2005,2005-10-22T17:00:00Z
Hawai'i,Western Athletic,1329.37615244093,8,2005,2005-10-22T18:00:00Z
Navy,FBS Independents,1348.44356049244,8,2005,2005-10-22T18:00:00Z
Army,FBS Independents,970.339465784097,8,2005,2005-10-22T18:00:00Z
Miami (OH),Mid-American,1409.57565935886,8,2005,2005-10-22T18:00:00Z
Boise State,Western Athletic,1615.31810006244,8,2005,2005-10-22T18:35:00Z
Oregon State,Pac-10,1598.50492215079,8,2005,2005-10-22T19:00:00Z
Oregon,Pac-10,1598.07287862044,8,2005,2005-10-22T19:00:00Z
Buffalo,Mid-American,855.960973317353,8,2005,2005-10-22T19:00:00Z
Penn State,Big Ten,1543.49124366452,8,2005,2005-10-22T19:00:00Z
Baylor,Big 12,1286.6370356691,8,2005,2005-10-22T19:00:00Z
Kansas,Big 12,1333.19992705925,8,2005,2005-10-22T19:00:00Z
Florida Atlantic,Sun Belt,1061.41003154658,8,2005,2005-10-22T19:00:00Z
Utah,Mountain West,1471.70955938916,8,2005,2005-10-22T19:00:00Z
Auburn,SEC,1753.89174101859,8,2005,2005-10-22T19:45:00Z
Marshall,Conference USA,1270.49822622494,8,2005,2005-10-22T21:05:00Z
New Mexico,Mountain West,1407.91973234542,8,2005,2005-10-22T22:00:00Z
Washington State,Pac-10,1411.90623333464,8,2005,2005-10-22T22:15:00Z
Virginia Tech,ACC,1814.7174100201,9,2005,2005-10-27T19:45:00Z
New Mexico,Mountain West,1362.13788195007,9,2005,2005-10-28T20:00:00Z
Syracuse,Big East,1263.54346840448,9,2005,2005-10-29T12:00:00Z
Miami,ACC,1799.78382093131,9,2005,2005-10-29T12:00:00Z
Minnesota,Big Ten,1501.53073394943,9,2005,2005-10-29T12:00:00Z
Illinois,Big Ten,1185.40342813871,9,2005,2005-10-29T12:00:00Z
Michigan State,Big Ten,1444.64581792368,9,2005,2005-10-29T12:00:00Z
Duke,ACC,1106.47160681124,9,2005,2005-10-29T12:00:00Z
Nebraska,Big 12,1472.6552894091,9,2005,2005-10-29T12:00:00Z
NC State,ACC,1433.38338710044,9,2005,2005-10-29T12:00:00Z
Auburn,SEC,1758.74161752387,9,2005,2005-10-29T12:30:00Z
Baylor,Big 12,1277.8944040671,9,2005,2005-10-29T12:30:00Z
Temple,FBS Independents,1037.07296686592,9,2005,2005-10-29T13:00:00Z
Kansas,Big 12,1378.6292858476,9,2005,2005-10-29T13:00:00Z
Central Michigan,Mid-American,1194.5416886198,9,2005,2005-10-29T13:00:00Z
Buffalo,Mid-American,840.51456757256,9,2005,2005-10-29T13:30:00Z
East Carolina,Conference USA,1082.46975222254,9,2005,2005-10-29T14:00:00Z
Western Michigan,Mid-American,1132.30158634778,9,2005,2005-10-29T14:00:00Z
Kansas State,Big 12,1431.77335344943,9,2005,2005-10-29T14:10:00Z
Alabama,SEC,1625.98038421906,9,2005,2005-10-29T15:00:00Z
BYU,Mountain West,1345.45484530494,9,2005,2005-10-29T15:00:00Z
Boise State,Western Athletic,1620.22095016172,9,2005,2005-10-29T15:05:00Z
Rutgers,Big East,1368.56529316125,9,2005,2005-10-29T15:30:00Z
Penn State,Big Ten,1561.61262005699,9,2005,2005-10-29T15:30:00Z
Florida State,ACC,1748.54988458517,9,2005,2005-10-29T15:30:00Z
Texas A&M,Big 12,1496.34751280096,9,2005,2005-10-29T15:30:00Z
Florida,SEC,1644.04444333773,9,2005,2005-10-29T15:30:00Z
USC,Pac-10,1975.37021158959,9,2005,2005-10-29T15:30:00Z
Georgia Tech,ACC,1597.59337337692,9,2005,2005-10-29T15:30:00Z
Bowling Green,Mid-American,1343.14810337872,9,2005,2005-10-29T16:00:00Z
Oregon State,Pac-10,1534.70577185447,9,2005,2005-10-29T16:05:00Z
Northern Illinois,Mid-American,1352.71337081893,9,2005,2005-10-29T16:05:00Z
Louisiana,Sun Belt,1036.51233813407,9,2005,2005-10-29T17:00:00Z
Rice,Conference USA,973.64107446362,9,2005,2005-10-29T18:00:00Z
Arizona State,Pac-10,1527.13889125123,9,2005,2005-10-29T18:30:00Z
Stanford,Pac-10,1421.7955033773,9,2005,2005-10-29T18:30:00Z
Kentucky,SEC,1175.16500130817,9,2005,2005-10-29T19:00:00Z
Oklahoma State,Big 12,1387.42204853857,9,2005,2005-10-29T19:00:00Z
Louisiana Tech,Western Athletic,1272.62158990449,9,2005,2005-10-29T19:00:00Z
Tulane,Conference USA,1094.12487243215,9,2005,2005-10-29T19:00:00Z
Northwestern,Big Ten,1509.82606227224,9,2005,2005-10-29T19:00:00Z
Hawai'i,Western Athletic,1306.43791716003,9,2005,2005-10-29T19:05:00Z
Tennessee,SEC,1585.21615317104,9,2005,2005-10-29T19:45:00Z
New Mexico State,Western Athletic,1011.46444240469,9,2005,2005-10-29T20:00:00Z
LSU,SEC,1790.44805436717,9,2005,2005-10-29T20:00:00Z
San Diego State,Mountain West,1211.18313417509,9,2005,2005-10-29T20:00:00Z
Boston College,ACC,1649.2713971137,9,2005,2005-10-27T19:45:00Z
Colorado State,Mountain West,1398.0806290636,9,2005,2005-10-28T20:00:00Z
Cincinnati,Big East,1373.58815852406,9,2005,2005-10-29T12:00:00Z
North Carolina,ACC,1504.96961105988,9,2005,2005-10-29T12:00:00Z
Ohio State,Big Ten,1710.41995291603,9,2005,2005-10-29T12:00:00Z
Wisconsin,Big Ten,1657.03642878065,9,2005,2005-10-29T12:00:00Z
Indiana,Big Ten,1244.2890867372,9,2005,2005-10-29T12:00:00Z
Wake Forest,ACC,1376.86716306963,9,2005,2005-10-29T12:00:00Z
Oklahoma,Big 12,1746.91542930851,9,2005,2005-10-29T12:00:00Z
Southern Mississippi,Conference USA,1355.82954429085,9,2005,2005-10-29T12:00:00Z
Ole Miss,SEC,1352.76803924245,9,2005,2005-10-29T12:30:00Z
Texas Tech,Big 12,1688.58613017482,9,2005,2005-10-29T12:30:00Z
Miami (OH),Mid-American,1419.77237047074,9,2005,2005-10-29T13:00:00Z
Missouri,Big 12,1449.53861497304,9,2005,2005-10-29T13:00:00Z
Toledo,Mid-American,1416.46061689509,9,2005,2005-10-29T13:00:00Z
Ohio,Mid-American,1145.60575131494,9,2005,2005-10-29T13:30:00Z
UCF,Conference USA,1158.32433090198,9,2005,2005-10-29T14:00:00Z
Kent State,Mid-American,1019.60159115498,9,2005,2005-10-29T14:00:00Z
Colorado,Big 12,1644.8648603084,9,2005,2005-10-29T14:10:00Z
Utah State,Western Athletic,1028.70462641464,9,2005,2005-10-29T15:00:00Z
Air Force,Mountain West,1184.42326925459,9,2005,2005-10-29T15:00:00Z
Nevada,Western Athletic,1216.16990622123,9,2005,2005-10-29T15:05:00Z
Navy,FBS Independents,1317.91087700838,9,2005,2005-10-29T15:30:00Z
Purdue,Big Ten,1397.65096156779,9,2005,2005-10-29T15:30:00Z
Maryland,ACC,1531.70793773328,9,2005,2005-10-29T15:30:00Z
Iowa State,Big 12,1470.07691835099,9,2005,2005-10-29T15:30:00Z
Georgia,SEC,1789.36071915508,9,2005,2005-10-29T15:30:00Z
Washington State,Pac-10,1409.94956465171,9,2005,2005-10-29T15:30:00Z
Clemson,ACC,1528.14403138947,9,2005,2005-10-29T15:30:00Z
Akron,Mid-American,1246.4861525307,9,2005,2005-10-29T16:00:00Z
Arizona,Pac-10,1312.35859660388,9,2005,2005-10-29T16:05:00Z
Ball State,Mid-American,1114.34209553793,9,2005,2005-10-29T16:05:00Z
Troy,Sun Belt,1165.77298605091,9,2005,2005-10-29T17:00:00Z
UTEP,Conference USA,1333.45099662586,9,2005,2005-10-29T18:00:00Z
Washington,Pac-10,1202.20243623015,9,2005,2005-10-29T18:30:00Z
UCLA,Pac-10,1656.32554667148,9,2005,2005-10-29T18:30:00Z
Mississippi State,SEC,1145.90485128872,9,2005,2005-10-29T19:00:00Z
Texas,Big 12,1903.14054696041,9,2005,2005-10-29T19:00:00Z
San José State,Western Athletic,930.155131301956,9,2005,2005-10-29T19:00:00Z
Marshall,Conference USA,1296.08625115614,9,2005,2005-10-29T19:00:00Z
Michigan,Big Ten,1707.19017037255,9,2005,2005-10-29T19:00:00Z
Fresno State,Western Athletic,1532.15766981943,9,2005,2005-10-29T19:05:00Z
South Carolina,SEC,1490.86686476525,9,2005,2005-10-29T19:45:00Z
Idaho,Western Athletic,985.364629915022,9,2005,2005-10-29T20:00:00Z
North Texas,Sun Belt,1191.43209698644,9,2005,2005-10-29T20:00:00Z
TCU,Mountain West,1542.07758156467,9,2005,2005-10-29T20:00:00Z
Memphis,Conference USA,1268.18681998895,10,2005,2005-11-01T20:30:00Z
West Virginia,Big East,1634.32824034064,10,2005,2005-11-02T20:30:00Z
Louisville,Big East,1619.79101593939,10,2005,2005-11-03T20:30:00Z
Ohio,Mid-American,1129.9264086155,10,2005,2005-11-04T21:00:00Z
Indiana,Big Ten,1227.63569510448,10,2005,2005-11-05T13:00:00Z
North Carolina,ACC,1548.77269295201,10,2005,2005-11-05T13:00:00Z
Purdue,Big Ten,1431.84468129643,10,2005,2005-11-05T13:00:00Z
Rutgers,Big East,1322.49202523373,10,2005,2005-11-05T13:00:00Z
Northwestern,Big Ten,1554.2807753532,10,2005,2005-11-05T13:00:00Z
Baylor,Big 12,1275.36229854831,10,2005,2005-11-05T13:30:00Z
Arkansas,SEC,1374.54987672094,10,2005,2005-11-05T13:30:00Z
Central Michigan,Mid-American,1169.63991588106,10,2005,2005-11-05T14:00:00Z
Eastern Michigan,Mid-American,1048.80115271282,10,2005,2005-11-05T14:00:00Z
Kansas,Big 12,1417.54423992167,10,2005,2005-11-05T14:00:00Z
Kentucky,SEC,1171.9777395593,10,2005,2005-11-05T14:00:00Z
Clemson,ACC,1532.37409007791,10,2005,2005-11-05T14:00:00Z
Georgia Tech,ACC,1609.4777720021,10,2005,2005-11-05T14:30:00Z
Navy,FBS Independents,1329.62249703352,10,2005,2005-11-05T14:30:00Z
Ball State,Mid-American,1156.98819847102,10,2005,2005-11-05T15:00:00Z
Miami (OH),Mid-American,1421.54379159069,10,2005,2005-11-05T15:00:00Z
Iowa State,Big 12,1495.8973146477,10,2005,2005-11-05T15:00:00Z
Kent State,Mid-American,1007.30382230795,10,2005,2005-11-05T15:00:00Z
Notre Dame,FBS Independents,1627.7420463018,10,2005,2005-11-05T15:30:00Z
SMU,Conference USA,1057.86397932958,10,2005,2005-11-05T16:00:00Z
UNLV,Mountain West,1060.47326444885,10,2005,2005-11-05T16:00:00Z
Utah,Mountain West,1485.6797033304,10,2005,2005-11-05T16:00:00Z
Boise State,Western Athletic,1621.72165348055,10,2005,2005-11-05T16:05:00Z
Utah State,Western Athletic,1011.05828651215,10,2005,2005-11-05T16:05:00Z
Penn State,Big Ten,1600.66656126326,10,2005,2005-11-05T16:30:00Z
Mississippi State,SEC,1140.32842483282,10,2005,2005-11-05T16:30:00Z
Florida State,ACC,1685.9792896978,10,2005,2005-11-05T16:30:00Z
Ohio State,Big Ten,1712.81832116992,10,2005,2005-11-05T16:30:00Z
Oregon,Pac-10,1627.26640932049,10,2005,2005-11-05T16:30:00Z
Colorado,Big 12,1658.26226637539,10,2005,2005-11-05T16:30:00Z
Air Force,Mountain West,1126.68971602161,10,2005,2005-11-05T16:30:00Z
Virginia,ACC,1563.71138399008,10,2005,2005-11-05T16:30:00Z
Troy,Sun Belt,1185.75761564454,10,2005,2005-11-05T16:30:00Z
Louisiana Monroe,Sun Belt,1049.75935595811,10,2005,2005-11-05T17:00:00Z
Nevada,Western Athletic,1254.71058563975,10,2005,2005-11-05T17:05:00Z
Middle Tennessee,Sun Belt,1126.98303611257,10,2005,2005-11-05T18:00:00Z
Washington State,Pac-10,1381.14833861743,10,2005,2005-11-05T18:05:00Z
UCF,Conference USA,1196.79013033175,10,2005,2005-11-05T19:00:00Z
Arizona,Pac-10,1371.20742615076,10,2005,2005-11-05T19:20:00Z
Washington,Pac-10,1190.41863280003,10,2005,2005-11-05T19:30:00Z
Texas Tech,Big 12,1702.17714139344,10,2005,2005-11-05T20:00:00Z
North Texas,Sun Belt,1137.53105488453,10,2005,2005-11-05T20:00:00Z
TCU,Mountain West,1558.96918297353,10,2005,2005-11-05T20:00:00Z
Florida,SEC,1647.72669360693,10,2005,2005-11-05T20:15:00Z
Virginia Tech,ACC,1772.76606021773,10,2005,2005-11-05T20:45:00Z
LSU,SEC,1791.72805497072,10,2005,2005-11-05T21:00:00Z
Fresno State,Western Athletic,1533.71654306857,10,2005,2005-11-05T22:00:00Z
UTEP,Conference USA,1356.72770141311,10,2005,2005-11-05T22:00:00Z
USC,Pac-10,1977.41562913869,10,2005,2005-11-05T23:00:00Z
UAB,Conference USA,1255.86225819547,10,2005,2005-11-01T20:30:00Z
Connecticut,Big East,1347.81565955031,10,2005,2005-11-02T20:30:00Z
Pittsburgh,Big East,1433.92787065426,10,2005,2005-11-03T20:30:00Z
Toledo,Mid-American,1432.13995959453,10,2005,2005-11-04T21:00:00Z
Minnesota,Big Ten,1518.18412558215,10,2005,2005-11-05T13:00:00Z
Boston College,ACC,1605.46831522158,10,2005,2005-11-05T13:00:00Z
Michigan State,Big Ten,1410.45209819505,10,2005,2005-11-05T13:00:00Z
South Florida,Big East,1355.81230871825,10,2005,2005-11-05T13:00:00Z
Iowa,Big Ten,1616.61415984212,10,2005,2005-11-05T13:00:00Z
Texas,Big 12,1905.6726524792,10,2005,2005-11-05T13:30:00Z
South Carolina,SEC,1522.92647968997,10,2005,2005-11-05T13:30:00Z
Northern Illinois,Mid-American,1377.61514355767,10,2005,2005-11-05T14:00:00Z
Western Michigan,Mid-American,1168.02957109028,10,2005,2005-11-05T14:00:00Z
Nebraska,Big 12,1433.74033533504,10,2005,2005-11-05T14:00:00Z
Auburn,SEC,1761.92887927273,10,2005,2005-11-05T14:00:00Z
Duke,ACC,1102.2415481228,10,2005,2005-11-05T14:00:00Z
Wake Forest,ACC,1364.98276444444,10,2005,2005-11-05T14:30:00Z
Tulane,Conference USA,1082.413252407,10,2005,2005-11-05T14:30:00Z
Akron,Mid-American,1203.84004959761,10,2005,2005-11-05T15:00:00Z
Buffalo,Mid-American,838.743146452613,10,2005,2005-11-05T15:00:00Z
Kansas State,Big 12,1405.95295715272,10,2005,2005-11-05T15:00:00Z
Bowling Green,Mid-American,1355.44587222575,10,2005,2005-11-05T15:00:00Z
Tennessee,SEC,1557.11859862651,10,2005,2005-11-05T15:30:00Z
Rice,Conference USA,949.860644055582,10,2005,2005-11-05T16:00:00Z
BYU,Mountain West,1361.25145912051,10,2005,2005-11-05T16:00:00Z
Wyoming,Mountain West,1271.45196509754,10,2005,2005-11-05T16:00:00Z
New Mexico State,Western Athletic,1009.96373908586,10,2005,2005-11-05T16:05:00Z
Louisiana Tech,Western Athletic,1290.26792980699,10,2005,2005-11-05T16:05:00Z
Wisconsin,Big Ten,1617.98248757439,10,2005,2005-11-05T16:30:00Z
Alabama,SEC,1631.55681067496,10,2005,2005-11-05T16:30:00Z
NC State,ACC,1495.95398198781,10,2005,2005-11-05T16:30:00Z
Illinois,Big Ten,1183.00505988482,10,2005,2005-11-05T16:30:00Z
California,Pac-10,1565.70238885413,10,2005,2005-11-05T16:30:00Z
Missouri,Big 12,1436.14120890605,10,2005,2005-11-05T16:30:00Z
Army,FBS Independents,1028.07301901707,10,2005,2005-11-05T16:30:00Z
Temple,FBS Independents,1034.66408342326,10,2005,2005-11-05T16:30:00Z
Florida Atlantic,Sun Belt,1041.42540195295,10,2005,2005-11-05T16:30:00Z
Florida International,Sun Belt,995.451126078268,10,2005,2005-11-05T17:00:00Z
Hawai'i,Western Athletic,1267.89723774152,10,2005,2005-11-05T17:05:00Z
Arkansas State,Sun Belt,1042.28988742915,10,2005,2005-11-05T18:00:00Z
Arizona State,Pac-10,1555.94011728551,10,2005,2005-11-05T18:05:00Z
Houston,Conference USA,1209.37570634046,10,2005,2005-11-05T19:00:00Z
UCLA,Pac-10,1597.47671712461,10,2005,2005-11-05T19:20:00Z
Oregon State,Pac-10,1546.48957528459,10,2005,2005-11-05T19:30:00Z
Texas A&M,Big 12,1482.75650158234,10,2005,2005-11-05T20:00:00Z
Louisiana,Sun Belt,1090.41338023597,10,2005,2005-11-05T20:00:00Z
Colorado State,Mountain West,1381.18902765474,10,2005,2005-11-05T20:00:00Z
Vanderbilt,SEC,1193.15560151603,10,2005,2005-11-05T20:15:00Z
Miami,ACC,1841.73517073369,10,2005,2005-11-05T20:45:00Z
Appalachian State,,1152.21886473185,10,2005,2005-11-05T21:00:00Z
San José State,Western Athletic,928.596258052815,10,2005,2005-11-05T22:00:00Z
Tulsa,Conference USA,1244.12950555162,10,2005,2005-11-05T22:00:00Z
Stanford,Pac-10,1419.75008582821,10,2005,2005-11-05T23:00:00Z
Marshall,Conference USA,1261.56405179931,11,2005,2005-11-08T19:30:00Z
Cincinnati,Big East,1357.18900465158,11,2005,2005-11-09T19:30:00Z
Fresno State,Western Athletic,1572.03144952765,11,2005,2005-11-10T20:00:00Z
Louisville,Big East,1627.93164593674,11,2005,2005-11-11T20:00:00Z
Oklahoma,Big 12,1756.53200431994,11,2005,2005-11-12T12:00:00Z
Pittsburgh,Big East,1455.44580532608,11,2005,2005-11-12T12:00:00Z
Minnesota,Big Ten,1537.89298256021,11,2005,2005-11-12T12:00:00Z
Clemson,ACC,1577.04901162261,11,2005,2005-11-12T12:00:00Z
Purdue,Big Ten,1442.21645103135,11,2005,2005-11-12T12:00:00Z
Army,FBS Independents,1089.22608555668,11,2005,2005-11-12T12:00:00Z
North Carolina,ACC,1506.61537566689,11,2005,2005-11-12T12:00:00Z
Michigan,Big Ten,1710.27437005661,11,2005,2005-11-12T12:00:00Z
Ohio State,Big Ten,1728.6605679578,11,2005,2005-11-12T12:10:00Z
