offense,offense_conference,pass_rate_1,avg_distance_1,cfb_pass_rate_1,cfb_distance_1,pass_vs_avg_1,distance_vs_avg_1,pass_rate_2,avg_distance_2,cfb_pass_rate_2,cfb_distance_2,pass_vs_avg_2,distance_vs_avg_2,pass_rate_3,avg_distance_3,cfb_pass_rate_3,cfb_distance_3,pass_vs_avg_3,distance_vs_avg_3,pass_rate_4,avg_distance_4,cfb_pass_rate_4,cfb_distance_4,pass_vs_avg_4,distance_vs_avg_4
East Carolina,American Athletic,0.438202247191011,10.1123595505618,0.424182273237249,9.89629182129398,0.0330517676911998,0.0218332010787015,0.442622950819672,7.69398907103825,0.477410522198318,7.85425386270291,-0.0728672070704697,-0.0204048397806066,0.704347826086957,7.0695652173913,0.622215209845377,7.02600189334175,0.132000335160546,0.00620030064193963,0.5625,3.9375,0.491049830672472,3.90711175616836,0.145504926108374,0.00777767459138188
Eastern Kentucky,,0.434782608695652,10.0289855072464,0.424182273237249,9.89629182129398,0.0249900482108894,0.0134084249281008,0.433333333333333,8.05,0.477410522198318,7.85425386270291,-0.0923255496381265,0.0249223084355111,0.775,7.425,0.622215209845377,7.02600189334175,0.245549751496095,0.0567887843919265,0.6,9,0.491049830672472,3.90711175616836,0.221871921182266,1.30349182763744
Eastern Michigan,Mid-American,0.467391304347826,9.83152173913044,0.424182273237249,9.89629182129398,0.101864301826706,-0.00654488401647335,0.503597122302158,7.29496402877698,0.477410522198318,7.85425386270291,0.0548513258217677,-0.0712085251766315,0.6875,6.7875,0.622215209845377,7.02600189334175,0.104923166649762,-0.0339456061871783,0.214285714285714,2,0.491049830672472,3.90711175616836,-0.563617171006334,-0.488112927191679
Florida,SEC,0.601830663615561,9.74370709382151,0.424182273237249,9.89629182129398,0.418802014102442,-0.0154183738947702,0.487632508833922,7.53710247349823,0.477410522198318,7.85425386270291,0.0214113140794119,-0.0403795694344336,0.732876712328767,7.62328767123288,0.622215209845377,7.02600189334175,0.177850847636608,0.0850107624447343,0.384615384615385,1.76923076923077,0.491049830672472,3.90711175616836,-0.216748768472906,-0.547176820208024
Florida Atlantic,Conference USA,0.359447004608295,10.0875576036866,0.424182273237249,9.89629182129398,-0.152611914059753,0.0193270151938232,0.402439024390244,8.23780487804878,0.477410522198318,7.85425386270291,-0.1570377993825,0.048833539385226,0.61864406779661,7.33050847457627,0.622215209845377,7.02600189334175,-0.00573940011793394,0.0433399514912017,0.565217391304348,4.82608695652174,0.491049830672472,3.90711175616836,0.15103876633112,0.235205762646166
Florida International,Conference USA,0.423728813559322,9.91525423728813,0.424182273237249,9.89629182129398,-0.00106902081142138,0.00191611326106562,0.375,8.34375,0.477410522198318,7.85425386270291,-0.214512494879148,0.0623224237278006,0.675324675324675,6.50649350649351,0.622215209845377,7.02600189334175,0.0853554600384909,-0.0739408264806416,0.666666666666667,6.66666666666667,0.491049830672472,3.90711175616836,0.357635467980295,0.706290242694403
Florida State,ACC,0.437956204379562,9.88686131386861,0.424182273237249,9.89629182129398,0.0324717273949106,-0.000952933441703288,0.495145631067961,8.18932038834952,0.477410522198318,7.85425386270291,0.0371485504508338,0.0426605163907056,0.613636363636364,8.26515151515152,0.622215209845377,7.02600189334175,-0.0137875867919482,0.176366252190176,0.518518518518519,4.59259259259259,0.491049830672472,3.90711175616836,0.0559386973180076,0.1754443894117
Fresno State,Mountain West,0.526315789473684,9.77511961722488,0.424182273237249,9.89629182129398,0.240777426781603,-0.0122442028041624,0.625,8.4078947368421,0.477410522198318,7.85425386270291,0.309145841868087,0.0704893022070799,0.670454545454545,7.67045454545455,0.622215209845377,7.02600189334175,0.0775283773939825,0.091723950818106,0.461538461538462,4,0.491049830672472,3.90711175616836,-0.0600985221674877,0.0237741456166419
Georgia,SEC,0.419354838709677,9.96129032258064,0.424182273237249,9.89629182129398,-0.0113805664030453,0.0065679653005794,0.434977578475336,7.57399103139013,0.477410522198318,7.85425386270291,-0.0888814589330625,-0.035682935159971,0.693430656934307,7.15328467153285,0.622215209845377,7.02600189334175,0.114454686999096,0.0181159612711917,0.25,2.5,0.491049830672472,3.90711175616836,-0.490886699507389,-0.360141158989599
Georgia Southern,Sun Belt,0.19774011299435,9.84463276836158,0.424182273237249,9.89629182129398,-0.533832209711997,-0.00522004139179097,0.236559139784946,6.96774193548387,0.477410522198318,7.85425386270291,-0.504495337271434,-0.112870292037386,0.306748466257669,5.66257668711656,0.622215209845377,7.02600189334175,-0.50700583752381,-0.194054204214953,0.235294117647059,3.58823529411765,0.491049830672472,3.90711175616836,-0.520834540712837,-0.0816143693733065
Georgia State,Sun Belt,0.315457413249211,9.75709779179811,0.424182273237249,9.89629182129398,-0.256316368805979,-0.0140652713167133,0.48995983935743,7.38955823293173,0.477410522198318,7.85425386270291,0.0262862182034158,-0.059164834482606,0.560240963855422,6.04819277108434,0.622215209845377,7.02600189334175,-0.0996025892799313,-0.139170062448181,0.142857142857143,2.21428571428571,0.491049830672472,3.90711175616836,-0.709078114004222,-0.433267883676502
Georgia Tech,ACC,0.419141914191419,10.1452145214521,0.424182273237249,9.89629182129398,-0.0118825310811854,0.0251531285306842,0.378504672897196,8.48130841121495,0.477410522198318,7.85425386270291,-0.207171490158392,0.0798362975622294,0.568493150684932,7.39041095890411,0.622215209845377,7.02600189334175,-0.0863399966930986,0.0518657795847873,0.64,6.36,0.491049830672472,3.90711175616836,0.303330049261084,0.627800891530461
Hawai'i,Mountain West,0.477941176470588,9.91176470588235,0.424182273237249,9.89629182129398,0.126735383878882,0.00156350326645398,0.52073732718894,7.963133640553,0.477410522198318,7.85425386270291,0.0907537705518437,0.0138625233858448,0.671532846715328,7.66423357664234,0.622215209845377,7.02600189334175,0.0792613810938614,0.0908385299334197,0.615384615384615,6.69230769230769,0.491049830672472,3.90711175616836,0.25320197044335,0.712852897473997
Houston,American Athletic,0.446969696969697,10.0909090909091,0.424182273237249,9.89629182129398,0.0537208298652855,0.0196656761067163,0.551351351351351,8.14594594594595,0.477410522198318,7.85425386270291,0.154878926447956,0.0371381022745108,0.669421487603306,7.25619834710744,0.622215209845377,7.02600189334175,0.0758680871360565,0.0327635057974917,0.631578947368421,4.31578947368421,0.491049830672472,3.90711175616836,0.286180969665543,0.104598420270587
Houston Baptist,,0.654545454545455,9.81818181818182,0.424182273237249,9.89629182129398,0.543075927124757,-0.00789285567995173,0.775,8.3375,0.477410522198318,7.85425386270291,0.623340843916428,0.0615266765939222,0.811320754716981,6.9622641509434,0.622215209845377,7.02600189334175,0.303923050866271,-0.00907169445239602,0.4,4.6,0.491049830672472,3.90711175616836,-0.185418719211823,0.177340267459138
Illinois,Big Ten,0.299107142857143,9.79910714285714,0.424182273237249,9.89629182129398,-0.294861757012062,-0.00982031251622173,0.401234567901235,8.2037037037037,0.477410522198318,7.85425386270291,-0.159560694109376,0.0444917935057083,0.596491228070175,7.15789473684211,0.622215209845377,7.02600189334175,-0.0413425794936677,0.0187721047478434,0.4,5.2,0.491049830672472,3.90711175616836,-0.185418719211823,0.330906389301635
Indiana,Big Ten,0.457142857142857,9.85714285714286,0.424182273237249,9.89629182129398,0.077703822118878,-0.00395592256757055,0.557291666666667,8.00520833333333,0.477410522198318,7.85425386270291,0.167321708999044,0.0192194539760485,0.657894736842105,6.86842105263158,0.622215209845377,7.02600189334175,0.0573427432055137,-0.0224282377235768,0.5,4.71428571428571,0.491049830672472,3.90711175616836,0.0182266009852216,0.206590957333899
Iowa,Big Ten,0.388663967611336,9.81781376518219,0.424182273237249,9.89629182129398,-0.0837335925305086,-0.00793004668101329,0.497237569060774,7.50276243093923,0.477410522198318,7.85425386270291,0.0415303935304116,-0.044751727905409,0.635514018691589,7.16822429906542,0.622215209845377,7.02600189334175,0.0213733265207652,0.0202422953882849,0.75,3.75,0.491049830672472,3.90711175616836,0.527339901477832,-0.0402117384843982
Iowa State,Big 12,0.363874345549738,9.77748691099476,0.424182273237249,9.89629182129398,-0.142174559128216,-0.0120049926219415,0.50187265917603,7.2247191011236,0.477410522198318,7.85425386270291,0.0512392078521266,-0.0801520771525807,0.664596273291926,6.62111801242236,0.622215209845377,7.02600189334175,0.0681131910245015,-0.0576264975537624,0.375,2.1875,0.491049830672472,3.90711175616836,-0.236330049261084,-0.440123514115899
Jacksonville State,,0.375,9.921875,0.424182273237249,9.89629182129398,-0.115946083418108,0.00258512775977099,0.452380952380952,6.88095238095238,0.477410522198318,7.85425386270291,-0.0524277716002419,-0.12392029832043,0.538461538461538,5.61538461538462,0.622215209845377,7.02600189334175,-0.134605631714872,-0.200770978911053,1,7,0.491049830672472,3.90711175616836,1.03645320197044,0.791604754829123
Kansas,Big 12,0.421259842519685,10.0944881889764,0.424182273237249,9.89629182129398,-0.00688956352480367,0.020027336628851,0.506976744186047,8.46046511627907,0.477410522198318,7.85425386270291,0.0619303945199737,0.0771825388092991,0.671328671328671,8.5944055944056,0.622215209845377,7.02600189334175,0.0789332383814584,0.223228476859672,0.458333333333333,4.20833333333333,0.491049830672472,3.90711175616836,-0.0666256157635469,0.0770957157008419
Kansas State,Big 12,0.319391634980989,9.83650190114068,0.424182273237249,9.89629182129398,-0.247041531124168,-0.00604164885524531,0.46,8.175,0.477410522198318,7.85425386270291,-0.0364686603850881,0.0408372511130811,0.637795275590551,7.45669291338583,0.622215209845377,7.02600189334175,0.0250396735705735,0.0612995878142627,0.3,2.3,0.491049830672472,3.90711175616836,-0.389064039408867,-0.411329866270431
Kent State,Mid-American,0.4,9.96129032258064,0.424182273237249,9.89629182129398,-0.0570091556459817,0.0065679653005794,0.39047619047619,7.82857142857143,0.477410522198318,7.85425386270291,-0.182095550223367,-0.00326987573618456,0.403508771929825,6,0.622215209845377,7.02600189334175,-0.351496450833952,-0.146029265137837,0.625,1.25,0.491049830672472,3.90711175616836,0.272783251231527,-0.680070579494799
Kentucky,SEC,0.31864406779661,9.80677966101695,0.424182273237249,9.89629182129398,-0.248803903650189,-0.00904502028572212,0.362385321100917,7.36238532110092,0.477410522198318,7.85425386270291,-0.240935621962724,-0.0626244771559661,0.544827586206897,6.22758620689655,0.622215209845377,7.02600189334175,-0.124374368247462,-0.113637271746514,0.375,2.875,0.491049830672472,3.90711175616836,-0.236330049261084,-0.264162332838039
Liberty,FBS Independents,0.380952380952381,9.71148459383753,0.424182273237249,9.89629182129398,-0.101913481567602,-0.0186743914583028,0.438461538461539,7.28076923076923,0.477410522198318,7.85425386270291,-0.0815838401663884,-0.0730158003495355,0.496598639455782,6.7687074829932,0.622215209845377,7.02600189334175,-0.20188604907426,-0.0366203161135464,0.142857142857143,1.9047619047619,0.491049830672472,3.90711175616836,-0.709078114004222,-0.512488502087313
Louisiana,Sun Belt,0.406060606060606,9.92727272727273,0.424182273237249,9.89629182129398,-0.0427214155800118,0.0031305570347155,0.392561983471074,7.47520661157025,0.477410522198318,7.85425386270291,-0.177726578661367,-0.0482601221909351,0.557971014492754,6.31159420289855,0.622215209845377,7.02600189334175,-0.103250763298744,-0.101680543399826,0.391304347826087,3.30434782608696,0.491049830672472,3.90711175616836,-0.203127007924609,-0.154273531881905
Louisiana Monroe,Sun Belt,0.559259259259259,9.72962962962963,0.424182273237249,9.89629182129398,0.318440902754229,-0.0168408727909316,0.658163265306123,8.03061224489796,0.477410522198318,7.85425386270291,0.378610723273332,0.022453868346745,0.804511278195489,7.56390977443609,0.622215209845377,7.02600189334175,0.292979125977028,0.0765595980843807,0.666666666666667,5.3030303030303,0.491049830672472,3.90711175616836,0.357635467980295,0.357276329416002
Louisiana Tech,Conference USA,0.54,9.82333333333333,0.424182273237249,9.89629182129398,0.273037639877925,-0.00737230563509238,0.554585152838428,7.93449781659389,0.477410522198318,7.85425386270291,0.161652554880328,0.0102166234111711,0.603896103896104,6.77272727272727,0.622215209845377,7.02600189334175,-0.0294417520809648,-0.0360481856480132,0.333333333333333,1.94444444444444,0.491049830672472,3.90711175616836,-0.321182266009852,-0.502332012547466
Louisville,ACC,0.404191616766467,10.0988023952096,0.424182273237249,9.89629182129398,-0.0471275150614336,0.020463278324095,0.456896551724138,8.81034482758621,0.477410522198318,7.85425386270291,-0.0429692466343641,0.121729063205282,0.625,8.18055555555556,0.622215209845377,7.02600189334175,0.00447560604523794,0.164325839893088,0.458333333333333,4.70833333333333,0.491049830672472,3.90711175616836,-0.0666256157635469,0.205067483902922
LSU,SEC,0.515669515669516,9.78632478632479,0.424182273237249,9.89629182129398,0.215679079972061,-0.0111119434385083,0.573643410852713,7.63565891472868,0.477410522198318,7.85425386270291,0.20157261765257,-0.0278314085329305,0.685897435897436,6.43589743589744,0.622215209845377,7.02600189334175,0.102347588172723,-0.0839886561948595,0.529411764705882,1.82352941176471,0.491049830672472,3.90711175616836,0.078122283396117,-0.533279433615943
Marshall,Conference USA,0.375,9.79934210526316,0.424182273237249,9.89629182129398,-0.115946083418108,-0.00979657004679398,0.481308411214953,7.17757009345794,0.477410522198318,7.85425386270291,0.00816464831710609,-0.0861550671870059,0.496124031007752,5.93798449612403,0.622215209845377,7.02600189334175,-0.202648821247811,-0.154855836040805,0.571428571428571,4.23809523809524,0.491049830672472,3.90711175616836,0.16368754398311,0.0847130828557278
Maryland,Big Ten,0.535211267605634,10.1760563380282,0.424182273237249,9.89629182129398,0.261748312868053,0.0282696308664038,0.463917525773196,8.92783505154639,0.477410522198318,7.85425386270291,-0.0282628802628634,0.136687864641292,0.772727272727273,7.72727272727273,0.622215209845377,7.02600189334175,0.241897112928658,0.09981079489824,0,1,0.491049830672472,3.90711175616836,-1,-0.74405646359584
